Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,stage,year
27,50.788000000000004,181,1*,+8:02,,Armstrong Lance,1*,US Postal Service,8:02 8:02,0,1999
30,50.06100000000001,161,2,+8:09,70.0,Z\xfclle Alex,2,Banesto,8:09 8:09,0,1999
29,49.655,51,3,+8:13,50.0,Olano Abraham,3,O.N.C.E. - Deutsche Bank,8:13 8:13,0,1999
28,49.256,148,4,+8:17,40.0,Moreau Christophe,4,Festina - Lotus,8:17 8:17,0,1999
30,49.157,133,5,+8:18,32.0,Boardman Christopher,5,Credit agricole,8:18 8:18,0,1999
24,48.96,87,6,+8:20,26.0,Verbrugghe Rik,6,Lotto - Mobistar,8:20 8:20,0,1999
25,48.668,91,7,+8:23,22.0,Vinokourov Alexandre,7,Casino - AG2R,8:23 8:23,0,1999
25,48.668,55,8,+8:23,18.0,Gonzalez Santos,8,O.N.C.E. - Deutsche Bank,",, 8:23",0,1999
31,48.668,142,9,+8:23,14.0,Brochard Laurent,9,Festina - Lotus,",, 8:23",0,1999
30,48.475,97,10,+8:25,10.0,Maignan Gilles,10,Casino - AG2R,8:25 8:25,0,1999
27,48.475,57,11,+8:25,8.0,Peron Andrea,11,O.N.C.E. - Deutsche Bank,",, 8:25",0,1999
30,48.475,74,12,+8:25,6.0,Dufaux Laurent,12,Saeco - Cannondale,",, 8:25",0,1999
28,48.379,29,13,+8:26,4.0,Wesemann Steffen,13,Team Telekom,8:26 8:26,0,1999
23,48.284,188,14,+8:27,2.0,Vande Velde Christian,14,US Postal Service,8:27 8:27,0,1999
26,48.18899999999999,185,15,+8:28,1.0,Hincapie George,15,US Postal Service,8:28 8:28,0,1999
25,48.18899999999999,136,16,+8:28,,O'Grady Stuart,16,Credit agricole,",, 8:28",0,1999
26,48.18899999999999,121,17,+8:28,,Casero Angel Luis,17,Vitalicio Seguros - Grupo Generali,",, 8:28",0,1999
28,48.093999999999994,184,18,+8:29,,Hamilton Tyler,18,US Postal Service,8:29 8:29,0,1999
26,48.093999999999994,189,19,+8:29,,Vaughters Jonathan,19,US Postal Service,",, 8:29",0,1999
30,48.0,31,20,+8:30,,Tonkov Pavel,20,Mapei - Quickstep,8:30 8:30,0,1999
30,48.0,131,21,+8:30,,Simon Fran\xe7ois,21,Credit agricole,",, 8:30",0,1999
27,48.0,1,22,+8:30,,Julich Bobby,22,Cofidis,",, 8:30",0,1999
29,47.906000000000006,126,23,+8:31,,Gonzalez Alvaro,23,Vitalicio Seguros - Grupo Generali,8:31 8:31,0,1999
28,47.906000000000006,169,24,+8:31,,Solaun Cesar,24,Banesto,",, 8:31",0,1999
28,47.906000000000006,42,25,+8:31,,Dekker Erik,25,Rabobank ProTeam,",, 8:31",0,1999
26,47.718999999999994,77,26,+8:33,,Savoldelli Paolo,26,Saeco - Cannondale,8:33 8:33,0,1999
30,47.626000000000005,44,27,+8:34,,Jonker Patrick,27,Rabobank ProTeam,8:34 8:34,0,1999
34,47.626000000000005,103,28,+8:34,,Dierckxsens Ludo,28,Lampre - Daikin - Colnago,",, 8:34",0,1999
25,47.626000000000005,99,29,+8:34,,Salmon Benoit,29,Casino - AG2R,",, 8:34",0,1999
24,47.534,132,30,+8:35,,B\xe4ckstedt Magnus,30,Credit agricole,8:35 8:35,0,1999
26,47.534,129,31,+8:35,,Salmeron Gines,31,Vitalicio Seguros - Grupo Generali,",, 8:35",0,1999
26,47.534,98,32,+8:35,,Oriol Christophe,32,Casino - AG2R,",, 8:35",0,1999
28,47.35,155,33,+8:37,,Heulot Stephane,33,La Fran\xe7aise des Jeux,8:37 8:37,0,1999
24,47.35,81,35,+8:37,,Aerts Mario,34,Lotto - Mobistar,",, 8:37",0,1999
28,47.35,149,34,+8:37,,Rous Didier,35,Festina - Lotus,",, 8:37",0,1999
30,47.35,48,36,+8:37,,Wauters Marc,36,Rabobank ProTeam,",, 8:37",0,1999
23,47.25899999999999,146,37,+8:38,,Lefevre Laurent,37,Festina - Lotus,8:38 8:38,0,1999
25,47.25899999999999,138,38,+8:38,,Vogels Henk,38,Credit agricole,",, 8:38",0,1999
32,47.25899999999999,84,39,+8:38,,Durand Jacky,39,Lotto - Mobistar,",, 8:38",0,1999
28,47.25899999999999,162,40,+8:38,,Arrieta Jose Luis,40,Banesto,",, 8:38",0,1999
25,47.25899999999999,53,41,+8:38,,Etxebarria David,41,O.N.C.E. - Deutsche Bank,",, 8:38",0,1999
23,47.25899999999999,165,42,+8:38,,Mancebo Francisco,42,Banesto,",, 8:38",0,1999
26,47.168,52,43,+8:39,,Diaz Rafael,43,O.N.C.E. - Deutsche Bank,8:39 8:39,0,1999
28,47.168,16,44,+8:39,,Fincato Marco,44,Mercatone Uno - Bianchi,",, 8:39",0,1999
26,47.168,88,45,+8:39,,Verheyen Geert,45,Lotto - Mobistar,",, 8:39",0,1999
32,47.168,182,46,+8:39,,Andreu Frankie,46,US Postal Service,",, 8:39",0,1999
27,47.168,143,47,+8:39,,Javier Hernandez Jaime,47,Festina - Lotus,",, 8:39",0,1999
30,47.077,157,48,+8:40,,Michaelsen Lars,48,La Fran\xe7aise des Jeux,8:40 8:40,0,1999
26,47.077,164,49,+8:40,,Garcia Jose Vicente,49,Banesto,",, 8:40",0,1999
32,47.077,22,50,+8:40,,Bolts Udo,50,Team Telekom,",, 8:40",0,1999
26,47.077,38,51,+8:40,,Nardello Daniele,51,Mapei - Quickstep,",, 8:40",0,1999
25,47.077,56,52,+8:40,,Perez Luis,52,O.N.C.E. - Deutsche Bank,",, 8:40",0,1999
28,47.077,167,53,+8:40,,Odriozola Jon,53,Banesto,",, 8:40",0,1999
30,46.986999999999995,156,54,+8:41,,Mengin Christophe,54,La Fran\xe7aise des Jeux,8:41 8:41,0,1999
30,46.986999999999995,145,55,+8:41,,Jeker Fabian,55,Festina - Lotus,",, 8:41",0,1999
28,46.986999999999995,104,56,+8:41,,Padrnos Pavel,56,Lampre - Daikin - Colnago,",, 8:41",0,1999
28,46.986999999999995,141,57,+8:41,,Belli Wladimir,57,Festina - Lotus,",, 8:41",0,1999
27,50.37,139,58,+8:42,,Voigt Jens,58,Credit agricole,8:06 8:06,0,1999
29,50.37,96,59,+8:42,,Kirsipuu Jaan,59,Casino - AG2R,",, 8:06",0,1999
27,46.806999999999995,62,61,+8:43,,Brasi Rossano,60,Polti,8:43 8:43,0,1999
29,46.806999999999995,76,60,+8:43,,Meier Armin,61,Saeco - Cannondale,",, 8:43",0,1999
27,46.806999999999995,93,62,+8:43,,Bessy Fr\xe9d\xe9ric,62,Casino - AG2R,",, 8:43",0,1999
31,46.806999999999995,6,63,+8:43,,Lelli Massimiliano,63,Cofidis,",, 8:43",0,1999
24,46.806999999999995,73,64,+8:43,,Commesso Salvatore,64,Saeco - Cannondale,",, 8:43",0,1999
26,46.806999999999995,37,65,+8:43,,Merckx Axel,65,Mapei - Quickstep,",, 8:43",0,1999
26,46.718,59,66,+8:44,,Serrano Marcos Antonio,66,O.N.C.E. - Deutsche Bank,8:44 8:44,0,1999
24,46.718,127,67,+8:44,,Horrillo Pedro,67,Vitalicio Seguros - Grupo Generali,",, 8:44",0,1999
27,46.718,173,68,+8:44,,Colombo Gabriele,68,Cantina Tollo - Alexia Alluminio,",, 8:44",0,1999
31,46.629,8,69,+8:45,,Meier Roland,69,Cofidis,8:45 8:45,0,1999
31,46.54,94,70,+8:46,,Chanteur Pascal,70,Casino - AG2R,8:46 8:46,0,1999
25,46.54,152,71,+8:46,,Bassons Christophe,71,La Fran\xe7aise des Jeux,",, 8:46",0,1999
25,46.54,158,72,+8:46,,Morin Anthony,72,La Fran\xe7aise des Jeux,",, 8:46",0,1999
28,46.54,21,73,+8:46,,Zabel Erik,73,Team Telekom,",, 8:46",0,1999
26,46.54,58,74,+8:46,,Rebollo Jos\xe9 Luis,74,O.N.C.E. - Deutsche Bank,",, 8:46",0,1999
26,46.54,101,75,+8:46,,Serpellini Marco,75,Lampre - Daikin - Colnago,",, 8:46",0,1999
28,46.54,168,76,+8:46,,Pe\xf1a Miguel \xc1ngel,76,Banesto,",, 8:46",0,1999
28,46.54,163,77,+8:46,,Beltran Manuel,77,Banesto,",, 8:46",0,1999
32,46.452,123,78,+8:47,,Buenahora Hernan,78,Vitalicio Seguros - Grupo Generali,8:47 8:47,0,1999
26,46.452,85,79,+8:47,,Marichal Thierry,79,Lotto - Mobistar,",, 8:47",0,1999
29,46.452,24,80,+8:47,,Guerini Giuseppe,80,Team Telekom,",, 8:47",0,1999
33,46.364,187,81,+8:48,,Meinert-Nielsen Peter,81,US Postal Service,8:48 8:48,0,1999
28,46.364,28,82,+8:48,,Totschnig Georg,82,Team Telekom,",, 8:48",0,1999
27,46.364,122,83,+8:48,,Aggiano Elio,83,Vitalicio Seguros - Grupo Generali,",, 8:48",0,1999
34,46.364,72,84,+8:48,,Calcaterra Giuseppe,84,Saeco - Cannondale,",, 8:48",0,1999
26,46.276,186,85,+8:49,,Livingston Kevin,85,US Postal Service,8:49 8:49,0,1999
28,46.276,49,86,+8:49,,Zberg Beat,86,Rabobank ProTeam,",, 8:49",0,1999
29,46.276,151,87,+8:49,,Robin Jean-Cyril,87,La Fran\xe7aise des Jeux,",, 8:49",0,1999
27,46.276,86,88,+8:49,,van de Wouwer Kurt,88,Lotto - Mobistar,",, 8:49",0,1999
33,46.276,33,89,+8:49,,Faresin Gianni,89,Mapei - Quickstep,",, 8:49",0,1999
30,46.276,61,90,+8:49,,Gotti Ivan,90,Polti,",, 8:49",0,1999
32,46.276,147,91,+8:49,,Madouas Laurent,91,Festina - Lotus,",, 8:49",0,1999
25,46.276,68,92,+8:49,,Sacchi Fabio,92,Polti,",, 8:49",0,1999
36,46.18899999999999,192,93,+8:50,,Bourguignon Thierry,93,BigMat - Auber 93,8:50 8:50,0,1999
22,46.18899999999999,26,94,+8:50,,Jaksche Jorg,94,Team Telekom,",, 8:50",0,1999
27,46.18899999999999,47,95,+8:50,,van Bon L\xe9on,95,Rabobank ProTeam,",, 8:50",0,1999
35,46.18899999999999,23,96,+8:50,,Elli Alberto,96,Team Telekom,",, 8:50",0,1999
32,46.18899999999999,71,97,+8:50,,Cipollini Mario,97,Saeco - Cannondale,",, 8:50",0,1999
27,46.18899999999999,198,98,+8:50,,Sivakov Alexei,98,BigMat - Auber 93,",, 8:50",0,1999
27,46.102,39,99,+8:51,,Steels Tom,99,Mapei - Quickstep,8:51 8:51,0,1999
29,46.102,17,100,+8:51,,Forconi Riccardo,100,Mercatone Uno - Bianchi,",, 8:51",0,1999
26,46.102,179,101,+8:51,,Mondini Gianpaolo,101,Cantina Tollo - Alexia Alluminio,",, 8:51",0,1999
28,46.102,34,102,+8:51,,Fernandez Gines Manuel,102,Mapei - Quickstep,",, 8:51",0,1999
25,46.015,11,103,+8:52,,Garzelli Stefano,103,Mercatone Uno - Bianchi,8:52 8:52,0,1999
34,46.015,14,104,+8:52,,Conti Roberto,104,Mercatone Uno - Bianchi,",, 8:52",0,1999
28,46.015,54,105,+8:52,,Garcia Marcelino,105,O.N.C.E. - Deutsche Bank,",, 8:52",0,1999
28,45.928999999999995,183,106,+8:53,,Derame Pascal,106,US Postal Service,8:53 8:53,0,1999
31,45.928999999999995,111,107,+8:53,,Escartin Fernando,107,Kelme - Costa Blanca,",, 8:53",0,1999
23,45.928999999999995,106,108,+8:53,,Pinotti Marco,108,Lampre - Daikin - Colnago,",, 8:53",0,1999
29,45.928999999999995,69,109,+8:53,,Virenque Richard,109,Polti,",, 8:53",0,1999
27,45.928999999999995,118,110,+8:53,,Rodriguez Javier Pascual,110,Kelme - Costa Blanca,",, 8:53",0,1999
26,45.843,89,111,+8:54,,Wuyts Peter,111,Lotto - Mobistar,8:54 8:54,0,1999
26,45.757,92,112,+8:55,,Barthe St\xe9phane,112,Casino - AG2R,8:55 8:55,0,1999
28,45.757,117,113,+8:55,,Pascual Javier,113,Kelme - Costa Blanca,",, 8:55",0,1999
29,45.757,3,114,+8:55,,Desbiens Laurent,114,Cofidis,",, 8:55",0,1999
27,45.757,46,115,+8:55,,McEwen Robbie,115,Rabobank ProTeam,",, 8:55",0,1999
30,45.672,108,116,+8:56,,Svorada Jan,116,Lampre - Daikin - Colnago,8:56 8:56,0,1999
24,45.672,175,117,+8:56,,Giunti Massimo,117,Cantina Tollo - Alexia Alluminio,",, 8:56",0,1999
30,45.672,43,118,+8:56,,den Bakker Maarten,118,Rabobank ProTeam,",, 8:56",0,1999
36,45.672,66,119,+8:56,,Martinello Silvio,119,Polti,",, 8:56",0,1999
24,45.586999999999996,176,120,+8:57,,Ljungqvist Marcus,120,Cantina Tollo - Alexia Alluminio,8:57 8:57,0,1999
21,45.586999999999996,153,121,+8:57,,Casper Jimmy,121,La Fran\xe7aise des Jeux,",, 8:57",0,1999
26,45.586999999999996,79,122,+8:57,,Secchiari Francesco,122,Saeco - Cannondale,",, 8:57",0,1999
31,45.586999999999996,193,123,+8:57,,Capelle Christophe,123,BigMat - Auber 93,",, 8:57",0,1999
30,45.586999999999996,195,124,+8:57,,Gouvenou Thierry,124,BigMat - Auber 93,",, 8:57",0,1999
30,45.586999999999996,36,125,+8:57,,Leysen Bart,125,Mapei - Quickstep,",, 8:57",0,1999
29,45.586999999999996,112,126,+8:57,,Joaquin Castelblanco Jos\xe9,126,Kelme - Costa Blanca,",, 8:57",0,1999
29,45.501999999999995,171,127,+8:58,,Hamburger Bo,127,Cantina Tollo - Alexia Alluminio,8:58 8:58,0,1999
27,45.501999999999995,154,128,+8:58,,Guesdon Fr\xe9d\xe9ric,128,La Fran\xe7aise des Jeux,",, 8:58",0,1999
23,45.501999999999995,125,129,+8:58,,Garcia Francisco Tomas,129,Vitalicio Seguros - Grupo Generali,",, 8:58",0,1999
28,45.501999999999995,124,130,+8:58,,Cerezo Francisco,130,Vitalicio Seguros - Grupo Generali,",, 8:58",0,1999
25,45.501999999999995,135,131,+8:58,,Langella Anthony,131,Credit agricole,",, 8:58",0,1999
25,45.501999999999995,113,132,+8:58,,Alberto Contreras Carlos,132,Kelme - Costa Blanca,",, 8:58",0,1999
34,45.501999999999995,78,133,+8:58,,Scirea Mario,133,Saeco - Cannondale,",, 8:58",0,1999
25,45.501999999999995,166,134,+8:58,,Navas David,134,Banesto,",, 8:58",0,1999
27,45.417,95,135,+8:59,,Gougot Fabrice,135,Casino - AG2R,8:59 8:59,0,1999
23,45.417,102,136,+8:59,,Belohvosciks Raivis,136,Lampre - Daikin - Colnago,",, 8:59",0,1999
31,45.333,32,137,+9:00,,Bramati Davide,137,Mapei - Quickstep,9:00 9:00,0,1999
25,45.333,9,138,+9:00,,Rinero Christophe,138,Cofidis,",, 9:00",0,1999
23,45.166000000000004,199,139,+9:02,,Sweet Jay,139,BigMat - Auber 93,9:02 9:02,0,1999
27,45.166000000000004,64,140,+9:02,,Crepaldi Mirco,140,Polti,",, 9:02",0,1999
23,45.166000000000004,2,141,+9:02,,De Wolf Steve,141,Cofidis,",, 9:02",0,1999
31,45.083,63,142,+9:03,,Cattai Stefano,142,Polti,9:03 9:03,0,1999
28,45.083,75,143,+9:03,,Fagnini Gian-matteo,143,Saeco - Cannondale,",, 9:03",0,1999
25,45.083,83,144,+9:03,,Demarbaix Sebastien,144,Lotto - Mobistar,",, 9:03",0,1999
25,45.0,159,145,+9:04,,Nazon Damien,145,La Fran\xe7aise des Jeux,9:04 9:04,0,1999
27,45.0,41,146,+9:04,,Boogerd Michael,146,Rabobank ProTeam,",, 9:04",0,1999
29,45.0,5,147,+9:04,,Lamour Claude,147,Cofidis,",, 9:04",0,1999
