Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
25,,58,1.0,+0:00,80.0,P\xf6stlberger Lukas,1,BORA - hansgrohe,5:13:35 5:13:35,100.0,1,2017
22,,123,2.0,+0:04,50.0,Ewan Caleb,2,ORICA-Scott,",, ,,",40.0,1,2017
34,,100,3.0,+0:06,35.0,Greipel Andr\xe9,3,Lotto Soudal,",, ,,",20.0,1,2017
28,,196,5.0,+0:10,25.0,Nizzolo Giacomo,4,Trek - Segafredo,",, ,,",12.0,1,2017
29,,205,6.0,+0:10,18.0,Modolo Sacha,5,UAE Team Emirates,",, ,,",4.0,1,2017
26,,147,7.0,+0:10,15.0,Sbaragli Kristian,6,Team Dimension Data,",, ,,",,1,2017
25,,199,8.0,+0:10,12.0,Stuyven Jasper,7,Trek - Segafredo,",, ,,",,1,2017
22,,145,9.0,+0:10,10.0,Gibbons Ryan,8,Team Dimension Data,",, ,,",,1,2017
26,,53,10.0,+0:10,8.0,Bennett Sam,9,BORA - hansgrohe,",, ,,",,1,2017
22,,182,11.0,+0:10,6.0,Bauhaus Phil,10,Team Sunweb,",, ,,",,1,2017
23,,56,12.0,+0:10,5.0,M\xfchlberger Gregor,11,BORA - hansgrohe,",, ,,",,1,2017
22,,135,13.0,+0:10,4.0,Gaviria Fernando,12,Quick-Step Floors,",, ,,",,1,2017
27,,162,14.0,+0:10,3.0,Battaglin Enrico,13,Team LottoNL-Jumbo,",, ,,",,1,2017
27,,156,15.0,+0:10,2.0,Kuznetsov Viacheslav,14,Team Katusha - Alpecin,",, ,,",,1,2017
24,,131,16.0,+0:10,1.0,Jungels Bob,15,Quick-Step Floors,",, ,,",,1,2017
23,,216,17.0,+0:10,,Mareczko Jakub,16,Wilier Triestina - Selle Italia,",, ,,",,1,2017
27,,34,18.0,+0:10,,Barbin Enrico,17,Bardiani - CSF,",, ,,",,1,2017
30,,179,19.0,+0:10,,Thomas Geraint,18,Team Sky,",, ,,",,1,2017
30,,76,20.0,+0:10,,Ponzi Simone,19,CCC Sprandi Polkowice,",, ,,",,1,2017
30,,201,21.0,+0:10,,Costa Rui,20,UAE Team Emirates,",, ,,",,1,2017
31,,118,22.0,+0:10,,Rojas Jos\xe9 Joaqu\xedn,21,Movistar Team,",, ,,",,1,2017
33,,27,23.0,+0:10,,Sanchez Luis Leon,22,Astana Pro Team,",, ,,",,1,2017
32,,1,24.0,+0:10,,Nibali Vincenzo,23,Bahrain Merida Pro Cycling Team,",, ,,",,1,2017
27,,99,25.0,+0:10,,Tsatevich Alexey,24,Gazprom-RusVelo,",, ,,",,1,2017
27,,111,26.0,+0:10,,Quintana Nairo,25,Movistar Team,",, ,,",,1,2017
28,,178,27.0,+0:10,,Rosa Diego,26,Team Sky,",, ,,",,1,2017
24,,121,28.0,+0:10,,Yates Adam,27,ORICA-Scott,",, ,,",,1,2017
26,,181,29.0,+0:10,,Dumoulin Tom,28,Team Sunweb,",, ,,",,1,2017
34,,49,30.0,+0:10,,Ventoso Francisco,29,BMC Racing Team,",, ,,",,1,2017
26,,42,31.0,+0:10,,Dennis Rohan,30,BMC Racing Team,",, ,,",,1,2017
34,,11,32.0,+0:10,,Pozzovivo Domenico,31,AG2R La Mondiale,",, ,,",,1,2017
26,,187,33.0,+0:10,,Preidler Georg,32,Team Sunweb,",, ,,",,1,2017
27,,46,34.0,+0:10,,Rosskopf Joey,33,BMC Racing Team,",, ,,",,1,2017
28,,59,35.0,+0:10,,Selig R\xfcdiger,34,BORA - hansgrohe,",, ,,",,1,2017
24,,209,36.0,+0:10,,Polanc Jan,35,UAE Team Emirates,",, ,,",,1,2017
25,,54,37.0,+0:10,,Konrad Patrick,36,BORA - hansgrohe,",, ,,",,1,2017
36,,114,38.0,+0:10,,Bennati Daniele,37,Movistar Team,",, ,,",,1,2017
34,,203,39.0,+0:10,,Ferrari Roberto,38,UAE Team Emirates,",, ,,",,1,2017
28,,41,40.0,+0:10,,van Garderen Tejay,39,BMC Racing Team,",, ,,",,1,2017
33,,19,41.0,+0:10,,Montaguti Matteo,40,AG2R La Mondiale,",, ,,",,1,2017
25,,97,42.0,+0:10,,Savitskiy Ivan,41,Gazprom-RusVelo,",, ,,",,1,2017
27,,177,43.0,+0:10,,Puccio Salvatore,42,Team Sky,",, ,,",,1,2017
24,,208,44.0,+0:10,,Petilli Simone,43,UAE Team Emirates,",, ,,",,1,2017
27,,171,45.0,+0:10,,Landa Mikel,44,Team Sky,",, ,,",,1,2017
23,,7,46.0,+0:10,,Pibernik Luka,45,Bahrain Merida Pro Cycling Team,",, ,,",,1,2017
34,,8,47.0,+0:10,,Siutsou Kanstantsin,46,Bahrain Merida Pro Cycling Team,",, ,,",,1,2017
30,,66,48.0,+0:10,,Koren Kristijan,47,Cannondale-Drapac Pro Cycling Team,",, ,,",,1,2017
28,,141,49.0,+0:10,,Haas Nathan,48,Team Dimension Data,",, ,,",,1,2017
30,,191,50.0,+0:10,,Mollema Bauke,49,Trek - Segafredo,",, ,,",,1,2017
25,,68,51.0,+0:10,,Villella Davide,50,Cannondale-Drapac Pro Cycling Team,",, ,,",,1,2017
27,,151,52.0,+0:10,,Zakarin Ilnur,51,Team Katusha - Alpecin,",, ,,",,1,2017
26,,81,53.0,+0:10,,Pinot Thibaut,52,FDJ,",, ,,",,1,2017
24,,64,54.0,+0:10,,Formolo Davide,53,Cannondale-Drapac Pro Cycling Team,",, ,,",,1,2017
30,,112,55.0,+0:10,,Amador Andrey,54,Movistar Team,",, ,,",,1,2017
23,,73,56.0,+0:10,,Grossschartner Felix,55,CCC Sprandi Polkowice,",, ,,",,1,2017
26,,143,57.0,+0:10,,Berhane Natnael,56,Team Dimension Data,",, ,,",,1,2017
34,,109,58.0,+0:10,,Monfort Maxime,57,Lotto Soudal,",, ,,",,1,2017
27,,125,59.0,+0:10,,Juul-Jensen Christopher,58,ORICA-Scott,",, ,,",,1,2017
23,,18,60.0,+0:10,,Jauregui Quentin,59,AG2R La Mondiale,",, ,,",,1,2017
25,,13,61.0,+0:10,,Bidard Fran\xe7ois,60,AG2R La Mondiale,",, ,,",,1,2017
30,,26,62.0,+0:10,,Kangert Tanel,61,Astana Pro Team,",, ,,",,1,2017
32,,51,63.0,+0:10,,B\xe1rta Jan,62,BORA - hansgrohe,",, ,,",,1,2017
24,,14,64.0,+0:10,,Chevrier Cl\xe9ment,63,AG2R La Mondiale,",, ,,",,1,2017
33,,134,65.0,+0:10,,Devenyns Dries,64,Quick-Step Floors,",, ,,",,1,2017
35,,92,4.0,+0:08,,Brutt Pavel,65,Gazprom-RusVelo,",, ,,",,1,2017
21,,133,66.0,+0:10,,De Plus Laurens,66,Quick-Step Floors,",, ,,",,1,2017
37,,101,67.0,+0:10,,Bak Lars Ytting,67,Lotto Soudal,",, ,,",,1,2017
24,,202,68.0,+0:10,,Conti Valerio,68,UAE Team Emirates,",, ,,",,1,2017
23,,137,69.0,+0:10,,Martinelli Davide,69,Quick-Step Floors,",, ,,",,1,2017
30,,154,70.0,+0:10,,Ki\u0161erlovski Robert,70,Team Katusha - Alpecin,",, ,,",,1,2017
32,,169,71.0,+0:23,,van Emden Jos,71,Team LottoNL-Jumbo,0:13 0:13,,1,2017
29,,161,72.0,+0:23,,Kruijswijk Steven,72,Team LottoNL-Jumbo,",, 0:13",,1,2017
26,,185,73.0,+0:23,,Kelderman Wilco,73,Team Sunweb,",, 0:13",,1,2017
25,,106,74.0,+0:23,,Hofland Moreno,74,Lotto Soudal,",, 0:13",,1,2017
30,,69,75.0,+0:23,,Woods Michael,75,Cannondale-Drapac Pro Cycling Team,",, 0:13",,1,2017
32,,55,76.0,+0:23,,Mendes Jos\xe9,76,BORA - hansgrohe,",, 0:13",,1,2017
35,,105,77.0,+0:23,,Hansen Adam,77,Lotto Soudal,",, 0:13",,1,2017
28,,153,78.0,+0:23,,Gon\xe7alves Jos\xe9,78,Team Katusha - Alpecin,",, 0:13",,1,2017
33,,174,79.0,+0:23,,Go\u0142a\u015b Micha\u0142,79,Team Sky,",, 0:13",,1,2017
28,,113,80.0,+0:23,,Anacona Winner,80,Movistar Team,",, 0:13",,1,2017
32,,194,81.0,+0:23,,Didier Laurent,81,Trek - Segafredo,",, 0:13",,1,2017
33,,107,82.0,+0:23,,Marczynski Tomasz,82,Lotto Soudal,",, 0:13",,1,2017
23,,103,85.0,+0:28,,de Buyst Jasper,83,Lotto Soudal,0:18 0:18,,1,2017
28,,184,86.0,+0:28,,Haga Chad,84,Team Sunweb,",, 0:18",,1,2017
29,,96,87.0,+0:28,,Rovny Ivan,85,Gazprom-RusVelo,",, 0:18",,1,2017
32,,83,88.0,+0:28,,Ladagnous Matthieu,86,FDJ,",, 0:18",,1,2017
26,,84,89.0,+0:28,,Ludvigsson Tobias,87,FDJ,",, 0:18",,1,2017
31,,155,90.0,+0:28,,Kochetkov Pavel,88,Team Katusha - Alpecin,",, 0:18",,1,2017
26,,25,91.0,+0:28,,Hansen Jesper,89,Astana Pro Team,",, 0:18",,1,2017
27,,85,92.0,+0:28,,Molard Rudy,90,FDJ,",, 0:18",,1,2017
32,,2,93.0,+0:28,,Agnoli Valerio,91,Bahrain Merida Pro Cycling Team,",, 0:18",,1,2017
25,,173,94.0,+0:28,,Elissonde Kenny,92,Team Sky,",, 0:18",,1,2017
22,,207,95.0,+0:28,,Ravasi Edward,93,UAE Team Emirates,",, 0:18",,1,2017
35,,4,96.0,+0:28,,Gasparotto Enrico,94,Bahrain Merida Pro Cycling Team,",, 0:18",,1,2017
26,,192,97.0,+0:28,,Alafaci Eugenio,95,Trek - Segafredo,",, 0:18",,1,2017
32,,152,98.0,+0:28,,Belkov Maxim,96,Team Katusha - Alpecin,",, 0:18",,1,2017
34,,82,99.0,+0:28,,Bonnet William,97,FDJ,",, 0:18",,1,2017
27,,74,100.0,+0:28,,Owsian Lukasz,98,CCC Sprandi Polkowice,",, 0:18",,1,2017
30,,61,101.0,+0:28,,Rolland Pierre,99,Cannondale-Drapac Pro Cycling Team,",, 0:18",,1,2017
37,,45,102.0,+0:28,,Quinziato Manuel,100,BMC Racing Team,",, 0:18",,1,2017
