Age,BIB,GC,GC-Time,Pnt,Prev,Rider,Rnk,Team,Time,stage,year,▼▲
22,147,,,1.0,15.0,Jungels Bob,38,Trek Factory Racing,,2,2015,▼23
32,75,,,75.0,1.0,Greipel André,1,Lotto Soudal,,3,2015,-
25,47,,,48.0,2.0,Sagan Peter,2,Tinkoff - Saxo,,3,2015,-
30,31,,,40.0,14.0,Froome Chris,3,Team Sky,,3,2015,▲11
30,112,,,37.0,4.0,Cavendish Mark,4,Etixx - Quick Step,,3,2015,-
34,143,,,35.0,3.0,Cancellara Fabian,5,Trek Factory Racing,,3,2015,▼2
36,91,,,30.0,,Rodríguez Joaquim,6,Team Katusha,,3,2015,-
26,81,,,28.0,15.0,Degenkolb John,7,Team Giant - Alpecin,,3,2015,▲8
30,114,,,25.0,5.0,Martin Tony,8,Etixx - Quick Step,,3,2015,▼3
27,19,,,22.0,,Vuillermoz Alexis,9,AG2R La Mondiale,,3,2015,-
24,171,,,22.0,24.0,Bouhanni Nacer,10,"Cofidis, Solutions Crédits",,3,2015,▲14
26,61,,,21.0,25.0,van Garderen Tejay,11,BMC Racing Team,,3,2015,▲14
25,63,,,20.0,7.0,Dennis Rohan,12,BMC Racing Team,,3,2015,▼5
30,192,,,20.0,8.0,Bárta Jan,13,Bora - Argon 18,,3,2015,▼5
27,71,,,19.0,34.0,Gallopin Tony,14,Lotto Soudal,,3,2015,▲20
28,167,,,19.0,,Martin Dan,15,Team Cannondale - Garmin,,3,2015,-
23,122,,,19.0,27.0,Coquard Bryan,16,Team Europcar,,3,2015,▲11
32,184,,,17.0,9.0,Clement Stef,17,IAM Cycling,,3,2015,▼8
30,68,,,16.0,12.0,Van Avermaet Greg,18,BMC Racing Team,,3,2015,▼6
28,64,,,16.0,10.0,Oss Daniel,19,BMC Racing Team,,3,2015,▼9
26,206,,,15.0,11.0,Fonseca Armindo,20,Bretagne - Séché Environnement,,3,2015,▼9
23,82,,,13.0,22.0,Barguil Warren,21,Team Giant - Alpecin,,3,2015,▲1
30,1,,,13.0,,Nibali Vincenzo,22,Astana Pro Team,,3,2015,-
31,126,,,13.0,13.0,Quéméneur Perrig,23,Team Europcar,,3,2015,▼10
22,109,,,11.0,,Yates Simon,24,Orica GreenEDGE,,3,2015,-
30,138,,,11.0,16.0,van Emden Jos,25,Team LottoNL-Jumbo,,3,2015,▼9
27,178,,,10.0,,Soupe Geoffrey,26,"Cofidis, Solutions Crédits",,3,2015,-
28,96,,,10.0,17.0,Kristoff Alexander,27,Team Katusha,,3,2015,▼10
28,53,,,10.0,18.0,Castroviejo Jonathan,28,Movistar Team,,3,2015,▼10
32,41,,,9.0,29.0,Contador Alberto,29,Tinkoff - Saxo,,3,2015,-
29,39,,,9.0,19.0,Thomas Geraint,30,Team Sky,,3,2015,▼11
28,141,,,9.0,35.0,Mollema Bauke,31,Trek Factory Racing,,3,2015,▲4
25,51,,,9.0,,Quintana Nairo,32,Movistar Team,,3,2015,-
25,182,,,9.0,20.0,Brändle Matthias,33,IAM Cycling,,3,2015,▼13
29,131,,,8.0,28.0,Gesink Robert,34,Team LottoNL-Jumbo,,3,2015,▼6
27,58,,,8.0,21.0,Malori Adriano,35,Movistar Team,,3,2015,▼14
35,83,,,8.0,,Curvers Roy,36,Team Giant - Alpecin,,3,2015,-
29,44,,,7.0,,Kreuziger Roman,37,Tinkoff - Saxo,,3,2015,-
24,132,,,7.0,23.0,Kelderman Wilco,38,Team LottoNL-Jumbo,,3,2015,▼15
35,59,,,6.0,,Valverde Alejandro,39,Movistar Team,,3,2015,-
34,212,,,6.0,26.0,Cummings Steve,40,MTN - Qhubeka,,3,2015,▼14
28,165,,,5.0,,Koren Kristijan,41,Team Cannondale - Garmin,,3,2015,-
26,142,,,4.0,,Arredondo Julián David,42,Trek Factory Racing,,3,2015,-
32,84,,,4.0,30.0,de Kort Koen,43,Team Giant - Alpecin,,3,2015,▼13
31,36,,,4.0,,Roche Nicolas,44,Team Sky,,3,2015,-
28,118,,,3.0,31.0,Urán Rigoberto,45,Etixx - Quick Step,,3,2015,▼14
26,54,,,3.0,32.0,Dowsett Alex,46,Movistar Team,,3,2015,▼14
25,179,,,3.0,33.0,Vanbilsen Kenneth,47,"Cofidis, Solutions Crédits",,3,2015,▼14
25,117,,,2.0,,Trentin Matteo,48,Etixx - Quick Step,,3,2015,-
34,43,,,2.0,36.0,Bennati Daniele,49,Tinkoff - Saxo,,3,2015,▼13
22,147,,,1.0,38.0,Jungels Bob,50,Trek Factory Racing,,3,2015,▼12
28,67,,,1.0,37.0,Schär Michael,51,BMC Racing Team,,3,2015,▼14
30,162,,,1.0,,Bauer Jack,52,Team Cannondale - Garmin,,3,2015,-
32,75,,,84.0,1.0,Greipel André,1,Lotto Soudal,,4,2015,-
25,47,,,78.0,2.0,Sagan Peter,2,Tinkoff - Saxo,,4,2015,-
26,81,,,60.0,7.0,Degenkolb John,3,Team Giant - Alpecin,,4,2015,▲4
30,114,,,55.0,8.0,Martin Tony,4,Etixx - Quick Step,,4,2015,▲4
30,112,,,53.0,4.0,Cavendish Mark,5,Etixx - Quick Step,,4,2015,▼1
30,31,,,40.0,3.0,Froome Chris,6,Team Sky,,4,2015,▼3
24,171,,,37.0,10.0,Bouhanni Nacer,7,"Cofidis, Solutions Crédits",,4,2015,▲3
23,122,,,36.0,16.0,Coquard Bryan,8,Team Europcar,,4,2015,▲8
30,68,,,35.0,18.0,Van Avermaet Greg,9,BMC Racing Team,,4,2015,▲9
36,91,,,30.0,6.0,Rodríguez Joaquim,10,Team Katusha,,4,2015,▼4
27,71,,,30.0,14.0,Gallopin Tony,11,Lotto Soudal,,4,2015,▲3
31,126,,,26.0,23.0,Quéméneur Perrig,12,Team Europcar,,4,2015,▲11
27,19,,,22.0,9.0,Vuillermoz Alexis,13,AG2R La Mondiale,,4,2015,▼4
26,61,,,21.0,11.0,van Garderen Tejay,14,BMC Racing Team,,4,2015,▼3
25,63,,,20.0,12.0,Dennis Rohan,15,BMC Racing Team,,4,2015,▼3
30,192,,,20.0,13.0,Bárta Jan,16,Bora - Argon 18,,4,2015,▼3
28,73,,,20.0,,De Gendt Thomas,17,Lotto Soudal,,4,2015,-
28,167,,,19.0,15.0,Martin Dan,18,Team Cannondale - Garmin,,4,2015,▼3
28,211,,,17.0,,Boasson Hagen Edvald,19,MTN - Qhubeka,,4,2015,-
32,184,,,17.0,17.0,Clement Stef,20,IAM Cycling,,4,2015,▼3
26,202,,,17.0,,Brun Frederic,21,Bretagne - Séché Environnement,,4,2015,-
28,64,,,16.0,19.0,Oss Daniel,22,BMC Racing Team,,4,2015,▼3
30,1,,,15.0,22.0,Nibali Vincenzo,23,Astana Pro Team,,4,2015,▼1
26,206,,,15.0,20.0,Fonseca Armindo,24,Bretagne - Séché Environnement,,4,2015,▼4
32,9,,,15.0,,Westra Lieuwe,25,Astana Pro Team,,4,2015,-
23,82,,,13.0,21.0,Barguil Warren,26,Team Giant - Alpecin,,4,2015,▼5
27,93,,,13.0,,Guarnieri Jacopo,27,Team Katusha,,4,2015,-
35,59,,,12.0,39.0,Valverde Alejandro,28,Movistar Team,,4,2015,▲11
29,131,,,11.0,34.0,Gesink Robert,29,Team LottoNL-Jumbo,,4,2015,▲5
22,109,,,11.0,24.0,Yates Simon,30,Orica GreenEDGE,,4,2015,▼6
30,138,,,11.0,25.0,van Emden Jos,31,Team LottoNL-Jumbo,,4,2015,▼6
27,178,,,10.0,26.0,Soupe Geoffrey,32,"Cofidis, Solutions Crédits",,4,2015,▼6
35,83,,,10.0,36.0,Curvers Roy,33,Team Giant - Alpecin,,4,2015,▲3
28,53,,,10.0,28.0,Castroviejo Jonathan,34,Movistar Team,,4,2015,▼6
28,96,,,10.0,27.0,Kristoff Alexander,35,Team Katusha,,4,2015,▼8
32,41,,,9.0,29.0,Contador Alberto,36,Tinkoff - Saxo,,4,2015,▼7
29,39,,,9.0,30.0,Thomas Geraint,37,Team Sky,,4,2015,▼7
29,116,,,9.0,,Štybar Zdeněk,38,Etixx - Quick Step,,4,2015,-
28,141,,,9.0,31.0,Mollema Bauke,39,Trek Factory Racing,,4,2015,▼8
25,51,,,9.0,32.0,Quintana Nairo,40,Movistar Team,,4,2015,▼8
25,182,,,9.0,33.0,Brändle Matthias,41,IAM Cycling,,4,2015,▼8
27,58,,,8.0,35.0,Malori Adriano,42,Movistar Team,,4,2015,▼7
28,118,,,7.0,45.0,Urán Rigoberto,43,Etixx - Quick Step,,4,2015,▲2
29,44,,,7.0,37.0,Kreuziger Roman,44,Tinkoff - Saxo,,4,2015,▼7
24,132,,,7.0,38.0,Kelderman Wilco,45,Team LottoNL-Jumbo,,4,2015,▼7
25,74,,,6.0,,Debusschere Jens,46,Lotto Soudal,,4,2015,-
34,212,,,6.0,40.0,Cummings Steve,47,MTN - Qhubeka,,4,2015,▼7
28,165,,,5.0,41.0,Koren Kristijan,48,Team Cannondale - Garmin,,4,2015,▼7
24,128,,,5.0,,Tulik Angelo,49,Team Europcar,,4,2015,-
32,84,,,4.0,43.0,de Kort Koen,50,Team Giant - Alpecin,,4,2015,▼7
31,36,,,4.0,44.0,Roche Nicolas,51,Team Sky,,4,2015,▼7
33,78,,,4.0,,Sieberg Marcel,52,Lotto Soudal,,4,2015,-
26,142,,,4.0,42.0,Arredondo Julián David,53,Trek Factory Racing,,4,2015,▼11
32,115,,,3.0,,Renshaw Mark,54,Etixx - Quick Step,,4,2015,-
25,179,,,3.0,47.0,Vanbilsen Kenneth,55,"Cofidis, Solutions Crédits",,4,2015,▼8
26,54,,,3.0,46.0,Dowsett Alex,56,Movistar Team,,4,2015,▼10
34,43,,,2.0,49.0,Bennati Daniele,57,Tinkoff - Saxo,,4,2015,▼8
25,117,,,2.0,48.0,Trentin Matteo,58,Etixx - Quick Step,,4,2015,▼10
28,67,,,1.0,51.0,Schär Michael,59,BMC Racing Team,,4,2015,▼8
30,162,,,1.0,52.0,Bauer Jack,60,Team Cannondale - Garmin,,4,2015,▼8
22,147,,,1.0,50.0,Jungels Bob,61,Trek Factory Racing,,4,2015,▼11
29,56,,,1.0,,Herrada José,62,Movistar Team,,4,2015,-
32,75,,,151.0,1.0,Greipel André,1,Lotto Soudal,,5,2015,-
25,47,,,119.0,2.0,Sagan Peter,2,Tinkoff - Saxo,,5,2015,-
26,81,,,89.0,3.0,Degenkolb John,3,Team Giant - Alpecin,,5,2015,-
30,112,,,86.0,5.0,Cavendish Mark,4,Etixx - Quick Step,,5,2015,▲1
30,114,,,60.0,4.0,Martin Tony,5,Etixx - Quick Step,,5,2015,▼1
23,122,,,55.0,8.0,Coquard Bryan,6,Team Europcar,,5,2015,▲2
30,68,,,42.0,9.0,Van Avermaet Greg,7,BMC Racing Team,,5,2015,▲2
30,31,,,40.0,6.0,Froome Chris,8,Team Sky,,5,2015,▼2
28,211,,,33.0,19.0,Boasson Hagen Edvald,9,MTN - Qhubeka,,5,2015,▲10
36,91,,,30.0,10.0,Rodríguez Joaquim,10,Team Katusha,,5,2015,-
27,71,,,30.0,11.0,Gallopin Tony,11,Lotto Soudal,,5,2015,-
28,96,,,28.0,35.0,Kristoff Alexander,12,Team Katusha,,5,2015,▲23
31,126,,,26.0,12.0,Quéméneur Perrig,13,Team Europcar,,5,2015,▼1
27,19,,,22.0,13.0,Vuillermoz Alexis,14,AG2R La Mondiale,,5,2015,▼1
26,61,,,21.0,14.0,van Garderen Tejay,15,BMC Racing Team,,5,2015,▼1
25,63,,,20.0,15.0,Dennis Rohan,16,BMC Racing Team,,5,2015,▼1
28,208,,,20.0,,Périchon Pierre-Luc,17,Bretagne - Séché Environnement,,5,2015,-
28,73,,,20.0,17.0,De Gendt Thomas,18,Lotto Soudal,,5,2015,▼1
30,192,,,20.0,16.0,Bárta Jan,19,Bora - Argon 18,,5,2015,▼3
28,167,,,19.0,18.0,Martin Dan,20,Team Cannondale - Garmin,,5,2015,▼2
35,83,,,18.0,33.0,Curvers Roy,21,Team Giant - Alpecin,,5,2015,▲12
26,202,,,17.0,21.0,Brun Frederic,22,Bretagne - Séché Environnement,,5,2015,▼1
32,184,,,17.0,20.0,Clement Stef,23,IAM Cycling,,5,2015,▼3
28,64,,,16.0,22.0,Oss Daniel,24,BMC Racing Team,,5,2015,▼2
27,178,,,16.0,32.0,Soupe Geoffrey,25,"Cofidis, Solutions Crédits",,5,2015,▲7
30,1,,,15.0,23.0,Nibali Vincenzo,26,Astana Pro Team,,5,2015,▼3
32,9,,,15.0,25.0,Westra Lieuwe,27,Astana Pro Team,,5,2015,▼2
26,206,,,15.0,24.0,Fonseca Armindo,28,Bretagne - Séché Environnement,,5,2015,▼4
29,116,,,13.0,38.0,Štybar Zdeněk,29,Etixx - Quick Step,,5,2015,▲9
23,82,,,13.0,26.0,Barguil Warren,30,Team Giant - Alpecin,,5,2015,▼4
32,115,,,13.0,54.0,Renshaw Mark,31,Etixx - Quick Step,,5,2015,▲23
27,93,,,13.0,27.0,Guarnieri Jacopo,32,Team Katusha,,5,2015,▼5
35,59,,,12.0,28.0,Valverde Alejandro,33,Movistar Team,,5,2015,▼5
23,24,,,12.0,,Démare Arnaud,34,FDJ,,5,2015,-
29,131,,,11.0,29.0,Gesink Robert,35,Team LottoNL-Jumbo,,5,2015,▼6
22,109,,,11.0,30.0,Yates Simon,36,Orica GreenEDGE,,5,2015,▼6
30,138,,,11.0,31.0,van Emden Jos,37,Team LottoNL-Jumbo,,5,2015,▼6
28,118,,,10.0,43.0,Urán Rigoberto,38,Etixx - Quick Step,,5,2015,▲5
28,53,,,10.0,34.0,Castroviejo Jonathan,39,Movistar Team,,5,2015,▼5
32,41,,,9.0,36.0,Contador Alberto,40,Tinkoff - Saxo,,5,2015,▼4
29,39,,,9.0,37.0,Thomas Geraint,41,Team Sky,,5,2015,▼4
28,141,,,9.0,39.0,Mollema Bauke,42,Trek Factory Racing,,5,2015,▼3
25,51,,,9.0,40.0,Quintana Nairo,43,Movistar Team,,5,2015,▼3
25,182,,,9.0,41.0,Brändle Matthias,44,IAM Cycling,,5,2015,▼3
27,58,,,8.0,42.0,Malori Adriano,45,Movistar Team,,5,2015,▼3
25,153,,,8.0,,Cimolai Davide,46,Lampre - Merida,,5,2015,-
29,44,,,7.0,44.0,Kreuziger Roman,47,Tinkoff - Saxo,,5,2015,▼3
25,111,,,7.0,,Kwiatkowski Michał,48,Etixx - Quick Step,,5,2015,-
24,132,,,7.0,45.0,Kelderman Wilco,49,Team LottoNL-Jumbo,,5,2015,▼4
31,113,,,6.0,,Gołaś Michał,50,Etixx - Quick Step,,5,2015,-
33,78,,,6.0,52.0,Sieberg Marcel,51,Lotto Soudal,,5,2015,▲1
25,74,,,6.0,46.0,Debusschere Jens,52,Lotto Soudal,,5,2015,▼6
34,212,,,6.0,47.0,Cummings Steve,53,MTN - Qhubeka,,5,2015,▼6
28,165,,,5.0,48.0,Koren Kristijan,54,Team Cannondale - Garmin,,5,2015,▼6
27,195,,,5.0,,Dempster Zak,55,Bora - Argon 18,,5,2015,-
24,128,,,5.0,49.0,Tulik Angelo,56,Team Europcar,,5,2015,▼7
32,84,,,4.0,50.0,de Kort Koen,57,Team Giant - Alpecin,,5,2015,▼7
31,36,,,4.0,51.0,Roche Nicolas,58,Team Sky,,5,2015,▼7
26,215,,,4.0,,Janse van Rensburg Reinardt,59,MTN - Qhubeka,,5,2015,-
26,142,,,4.0,53.0,Arredondo Julián David,60,Trek Factory Racing,,5,2015,▼7
26,188,,,3.0,,Pantano Jarlinson,61,IAM Cycling,,5,2015,-
26,54,,,3.0,56.0,Dowsett Alex,62,Movistar Team,,5,2015,▼6
25,179,,,3.0,55.0,Vanbilsen Kenneth,63,"Cofidis, Solutions Crédits",,5,2015,▼8
34,43,,,2.0,57.0,Bennati Daniele,64,Tinkoff - Saxo,,5,2015,▼7
26,139,,,2.0,,Vanmarcke Sep,65,Team LottoNL-Jumbo,,5,2015,-
25,117,,,2.0,58.0,Trentin Matteo,66,Etixx - Quick Step,,5,2015,▼8
28,67,,,1.0,59.0,Schär Michael,67,BMC Racing Team,,5,2015,▼8
25,37,,,1.0,,Rowe Luke,68,Team Sky,,5,2015,-
22,147,,,1.0,61.0,Jungels Bob,69,Trek Factory Racing,,5,2015,▼8
29,56,,,1.0,62.0,Herrada José,70,Movistar Team,,5,2015,▼8
32,75,,,161.0,1.0,Greipel André,1,Lotto Soudal,,6,2015,-
25,47,,,158.0,2.0,Sagan Peter,2,Tinkoff - Saxo,,6,2015,-
26,81,,,120.0,3.0,Degenkolb John,3,Team Giant - Alpecin,,6,2015,-
30,112,,,94.0,4.0,Cavendish Mark,4,Etixx - Quick Step,,6,2015,-
23,122,,,86.0,6.0,Coquard Bryan,5,Team Europcar,,6,2015,▲1
29,116,,,63.0,29.0,Štybar Zdeněk,6,Etixx - Quick Step,,6,2015,▲23
30,114,,,60.0,5.0,Martin Tony,7,Etixx - Quick Step,,6,2015,▼2
30,68,,,58.0,7.0,Van Avermaet Greg,8,BMC Racing Team,,6,2015,▼1
31,126,,,46.0,13.0,Quéméneur Perrig,9,Team Europcar,,6,2015,▲4
28,211,,,45.0,9.0,Boasson Hagen Edvald,10,MTN - Qhubeka,,6,2015,▼1
27,71,,,44.0,11.0,Gallopin Tony,11,Lotto Soudal,,6,2015,-
30,31,,,40.0,8.0,Froome Chris,12,Team Sky,,6,2015,▼4
36,91,,,34.0,10.0,Rodríguez Joaquim,13,Team Katusha,,6,2015,▼3
28,96,,,34.0,12.0,Kristoff Alexander,14,Team Katusha,,6,2015,▼2
35,83,,,25.0,21.0,Curvers Roy,15,Team Giant - Alpecin,,6,2015,▲6
27,19,,,22.0,14.0,Vuillermoz Alexis,16,AG2R La Mondiale,,6,2015,▼2
26,61,,,21.0,15.0,van Garderen Tejay,17,BMC Racing Team,,6,2015,▼2
25,63,,,20.0,16.0,Dennis Rohan,18,BMC Racing Team,,6,2015,▼2
30,192,,,20.0,19.0,Bárta Jan,19,Bora - Argon 18,,6,2015,-
28,208,,,20.0,17.0,Périchon Pierre-Luc,20,Bretagne - Séché Environnement,,6,2015,▼3
28,73,,,20.0,18.0,De Gendt Thomas,21,Lotto Soudal,,6,2015,▼3
25,179,,,20.0,63.0,Vanbilsen Kenneth,22,"Cofidis, Solutions Crédits",,6,2015,▲41
28,167,,,19.0,20.0,Martin Dan,23,Team Cannondale - Garmin,,6,2015,▼3
26,206,,,18.0,28.0,Fonseca Armindo,24,Bretagne - Séché Environnement,,6,2015,▲4
25,153,,,18.0,46.0,Cimolai Davide,25,Lampre - Merida,,6,2015,▲21
32,115,,,17.0,31.0,Renshaw Mark,26,Etixx - Quick Step,,6,2015,▲5
32,184,,,17.0,23.0,Clement Stef,27,IAM Cycling,,6,2015,▼4
26,202,,,17.0,22.0,Brun Frederic,28,Bretagne - Séché Environnement,,6,2015,▼6
29,131,,,16.0,35.0,Gesink Robert,29,Team LottoNL-Jumbo,,6,2015,▲6
28,64,,,16.0,24.0,Oss Daniel,30,BMC Racing Team,,6,2015,▼6
27,178,,,16.0,25.0,Soupe Geoffrey,31,"Cofidis, Solutions Crédits",,6,2015,▼6
30,1,,,15.0,26.0,Nibali Vincenzo,32,Astana Pro Team,,6,2015,▼6
32,9,,,15.0,27.0,Westra Lieuwe,33,Astana Pro Team,,6,2015,▼6
26,219,,,15.0,,Teklehaimanot Daniel,34,MTN - Qhubeka,,6,2015,-
35,59,,,14.0,33.0,Valverde Alejandro,35,Movistar Team,,6,2015,▼2
23,82,,,13.0,30.0,Barguil Warren,36,Team Giant - Alpecin,,6,2015,▼6
27,93,,,13.0,32.0,Guarnieri Jacopo,37,Team Katusha,,6,2015,▼5
23,24,,,12.0,34.0,Démare Arnaud,38,FDJ,,6,2015,▼4
22,109,,,11.0,36.0,Yates Simon,39,Orica GreenEDGE,,6,2015,▼3
30,138,,,11.0,37.0,van Emden Jos,40,Team LottoNL-Jumbo,,6,2015,▼3
28,118,,,10.0,38.0,Urán Rigoberto,41,Etixx - Quick Step,,6,2015,▼3
25,111,,,10.0,48.0,Kwiatkowski Michał,42,Etixx - Quick Step,,6,2015,▲6
28,53,,,10.0,39.0,Castroviejo Jonathan,43,Movistar Team,,6,2015,▼4
32,41,,,9.0,40.0,Contador Alberto,44,Tinkoff - Saxo,,6,2015,▼4
29,39,,,9.0,41.0,Thomas Geraint,45,Team Sky,,6,2015,▼4
28,141,,,9.0,42.0,Mollema Bauke,46,Trek Factory Racing,,6,2015,▼4
25,51,,,9.0,43.0,Quintana Nairo,47,Movistar Team,,6,2015,▼4
25,182,,,9.0,44.0,Brändle Matthias,48,IAM Cycling,,6,2015,▼4
27,58,,,8.0,45.0,Malori Adriano,49,Movistar Team,,6,2015,▼4
29,177,,,8.0,,Simon Julien,50,"Cofidis, Solutions Crédits",,6,2015,-
29,44,,,7.0,47.0,Kreuziger Roman,51,Tinkoff - Saxo,,6,2015,▼4
27,57,,,7.0,,Izagirre Gorka,52,Movistar Team,,6,2015,-
25,117,,,7.0,66.0,Trentin Matteo,53,Etixx - Quick Step,,6,2015,▲13
24,132,,,7.0,49.0,Kelderman Wilco,54,Team LottoNL-Jumbo,,6,2015,▼5
31,113,,,6.0,50.0,Gołaś Michał,55,Etixx - Quick Step,,6,2015,▼5
33,78,,,6.0,51.0,Sieberg Marcel,56,Lotto Soudal,,6,2015,▼5
25,74,,,6.0,52.0,Debusschere Jens,57,Lotto Soudal,,6,2015,▼5
34,212,,,6.0,53.0,Cummings Steve,58,MTN - Qhubeka,,6,2015,▼5
36,129,,,6.0,,Voeckler Thomas,59,Team Europcar,,6,2015,-
28,165,,,5.0,54.0,Koren Kristijan,60,Team Cannondale - Garmin,,6,2015,▼6
27,195,,,5.0,55.0,Dempster Zak,61,Bora - Argon 18,,6,2015,▼6
24,128,,,5.0,56.0,Tulik Angelo,62,Team Europcar,,6,2015,▼6
32,84,,,4.0,57.0,de Kort Koen,63,Team Giant - Alpecin,,6,2015,▼6
31,36,,,4.0,58.0,Roche Nicolas,64,Team Sky,,6,2015,▼6
26,215,,,4.0,59.0,Janse van Rensburg Reinardt,65,MTN - Qhubeka,,6,2015,▼6
26,142,,,4.0,60.0,Arredondo Julián David,66,Trek Factory Racing,,6,2015,▼6
26,188,,,3.0,61.0,Pantano Jarlinson,67,IAM Cycling,,6,2015,▼6
26,54,,,3.0,62.0,Dowsett Alex,68,Movistar Team,,6,2015,▼6
34,43,,,2.0,64.0,Bennati Daniele,69,Tinkoff - Saxo,,6,2015,▼5
26,139,,,2.0,65.0,Vanmarcke Sep,70,Team LottoNL-Jumbo,,6,2015,▼5
27,125,,,2.0,,Nauleau Bryan,71,Team Europcar,,6,2015,-
28,67,,,1.0,67.0,Schär Michael,72,BMC Racing Team,,6,2015,▼5
25,37,,,1.0,68.0,Rowe Luke,73,Team Sky,,6,2015,▼5
26,32,,,1.0,,Kennaugh Peter,74,Team Sky,,6,2015,-
22,147,,,1.0,69.0,Jungels Bob,75,Trek Factory Racing,,6,2015,▼6
29,56,,,1.0,70.0,Herrada José,76,Movistar Team,,6,2015,▼6
32,75,,,199.0,1.0,Greipel André,1,Lotto Soudal,,7,2015,-
25,47,,,187.0,2.0,Sagan Peter,2,Tinkoff - Saxo,,7,2015,-
30,112,,,151.0,4.0,Cavendish Mark,3,Etixx - Quick Step,,7,2015,▲1
26,81,,,148.0,3.0,Degenkolb John,4,Team Giant - Alpecin,,7,2015,▼1
