Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
25,,171,47.0,+0:46,80.0,Kittel Marcel,1,Team Giant - Shimano,5:13:12 5:13:12,16.0,2,2014
23,,81,96.0,+1:12,50.0,Bouhanni Nacer,2,FDJ.fr,",, ,,",8.0,2,2014
25,,216,50.0,+0:56,35.0,Nizzolo Giacomo,3,Trek Factory Racing,",, ,,",4.0,2,2014
25,,69,48.0,+0:53,25.0,Viviani Elia,4,Cannondale,",, ,,",2.0,2,2014
31,,104,103.0,+1:20,18.0,Ferrari Roberto,5,Lampre - Merida,",, ,,",1.0,2,2014
28,,22,150.0,+2:28,15.0,Belletti Manuel,6,Androni Giocattoli - Venezuela,",, ,,",,2,2014
26,,199,30.0,+0:35,12.0,Swift Ben,7,Team Sky,",, ,,",,2,2014
23,,155,1.0,+0:00,10.0,Matthews Michael,8,Orica GreenEDGE,",, ,,",,2,2014
24,,12,56.0,+0:58,8.0,Appollonio Davide,9,AG2R La Mondiale,",, ,,",,2,2014
29,,94,161.0,+3:26,6.0,Farrar Tyler,10,Garmin Sharp,",, ,,",,2,2014
24,,42,67.0,+1:01,5.0,Bol Jetse,11,Belkin-Pro Cycling Team,",, ,,",,2,2014
33,,134,66.0,+1:01,4.0,Chicchi Francesco,12,Neri Sottoli,",, ,,",,2,2014
23,,117,121.0,+1:34,3.0,Van der Sande Tosh,13,Lotto Belisol,",, ,,",,2,2014
34,,75,109.0,+1:23,2.0,Duque Leonardo,14,Team Colombia,",, ,,",,2,2014
23,,38,88.0,+1:07,1.0,Ruffoni Nicola,15,Bardiani - CSF Pro Team,",, ,,",,2,2014
26,,164,134.0,+1:48,,Hurel Tony,16,Team Europcar,",, ,,",,2,2014
24,,73,110.0,+1:23,,Avila Edwin,17,Team Colombia,",, ,,",,2,2014
23,,36,87.0,+1:07,,Colbrelli Sonny,18,Bardiani - CSF Pro Team,",, ,,",,2,2014
26,,192,31.0,+0:35,,Boasson Hagen Edvald,19,Team Sky,",, ,,",,2,2014
