Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
30,,11,1.0,+0:00,30.0,Cavendish Mark,1,Team Dimension Data,3:28:46 3:28:46,20.0,1,2016
28,,131,2.0,+0:08,18.0,Modolo Sacha,2,Lampre - Merida,",, ,,",10.0,1,2016
26,,61,3.0,+0:11,12.0,Guardini Andrea,3,Astana Pro Team,",, ,,",5.0,1,2016
25,,41,7.0,+0:15,7.0,Bennett Sam,4,Bora - Argon 18,",, ,,",,1,2016
28,,1,4.0,+0:12,4.0,Kristoff Alexander,5,Team Katusha,",, ,,",,1,2016
28,,12,8.0,+0:15,3.0,Boasson Hagen Edvald,6,Team Dimension Data,",, ,,",,1,2016
30,,31,6.0,+0:14,2.0,Van Avermaet Greg,7,BMC Racing Team,",, ,,",,1,2016
36,,35,9.0,+0:15,1.0,Quinziato Manuel,8,BMC Racing Team,",, ,,",,1,2016
31,,53,10.0,+0:15,,Gerard Arnaud,9,Fortuneo - Vital Concept,",, ,,",,1,2016
21,,21,11.0,+0:15,,Andersen S\xf8ren Kragh,10,Team Giant - Alpecin,",, ,,",,1,2016
26,,8,5.0,+0:13,,Kuznetsov Viacheslav,11,Team Katusha,",, ,,",,1,2016
29,,37,12.0,+0:15,,Schar Michael,12,BMC Racing Team,",, ,,",,1,2016
28,,43,13.0,+0:15,,Dempster Zakkari,13,Bora - Argon 18,",, ,,",,1,2016
26,,47,15.0,+0:20,,Selig R\xfcdiger,14,Bora - Argon 18,0:05 0:05,,1,2016
24,,2,14.0,+0:15,,Bystr\xf8m Sven Erik,15,Team Katusha,",, 0:05",,1,2016
30,,6,16.0,+0:33,,M\xf8rk\xf8v Michael,16,Team Katusha,0:18 0:18,,1,2016
27,,135,17.0,+1:58,,Kump Marko,17,Lampre - Merida,1:43 1:43,,1,2016
24,,81,18.0,+1:58,,Hofland Moreno,18,Team LottoNL-Jumbo,",, 1:43",,1,2016
25,,173,19.0,+1:58,,Haddi Soufiane,19,Skydive Dubai Pro Cycling Team - Al Ahli Club,",, 1:43",,1,2016
24,,14,20.0,+1:58,,Debesay Mekseb,20,Team Dimension Data,",, 1:43",,1,2016
26,,75,21.0,+1:58,,Steels Stijn,21,Topsport Vlaanderen - Baloise,",, 1:43",,1,2016
32,,152,22.0,+1:58,,Alzate Carlos Eduardo,22,UnitedHealthcare Pro Cycling Team,",, 1:43",,1,2016
28,,66,23.0,+1:58,,Tleubayev Ruslan,23,Astana Pro Team,",, 1:43",,1,2016
28,,78,24.0,+1:58,,Vanspeybrouck Pieter,24,Topsport Vlaanderen - Baloise,",, 1:43",,1,2016
27,,144,25.0,+1:58,,Kurek Adrian,25,CCC Sprandi Polkowice,",, 1:43",,1,2016
26,,178,26.0,+1:58,,Palini Andrea,26,Skydive Dubai Pro Cycling Team - Al Ahli Club,",, 1:43",,1,2016
29,,63,27.0,+1:58,,Gruzdev Dmitriy,27,Astana Pro Team,",, 1:43",,1,2016
30,,86,28.0,+1:58,,van Emden Jos,28,Team LottoNL-Jumbo,",, 1:43",,1,2016
36,,167,29.0,+1:58,,Reihs Michael,29,St\xf6lting Service Group,",, 1:43",,1,2016
31,,118,30.0,+1:58,,Turgot S\xe9bastien,30,AG2R La Mondiale,",, 1:43",,1,2016
25,,48,31.0,+1:58,,Thwaites Scott,31,Bora - Argon 18,",, 1:43",,1,2016
26,,95,32.0,+1:58,,Mcnally Mark,32,Wanty - Groupe Gobert,",, 1:43",,1,2016
31,,91,33.0,+1:58,,Marcato Marco,33,Wanty - Groupe Gobert,",, 1:43",,1,2016
29,,33,34.0,+1:58,,Drucker Jean-Pierre,34,BMC Racing Team,",, 1:43",,1,2016
33,,71,35.0,+1:58,,Van Hecke Preben,35,Topsport Vlaanderen - Baloise,",, 1:43",,1,2016
29,,18,36.0,+1:58,,Thomson Jay Robert,36,Team Dimension Data,",, 1:43",,1,2016
36,,155,37.0,+1:58,,Jones Chris,37,UnitedHealthcare Pro Cycling Team,",, 1:43",,1,2016
21,,177,38.0,+1:58,,Kamberaj Giuliano,38,Skydive Dubai Pro Cycling Team - Al Ahli Club,",, 1:43",,1,2016
29,,34,39.0,+1:58,,Oss Daniel,39,BMC Racing Team,",, 1:43",,1,2016
28,,3,40.0,+1:58,,Guarnieri Jacopo,40,Team Katusha,",, 1:43",,1,2016
24,,92,41.0,+1:58,,Antonini Simone,41,Wanty - Groupe Gobert,",, 1:43",,1,2016
33,,17,42.0,+1:58,,Renshaw Mark,42,Team Dimension Data,",, 1:43",,1,2016
33,,88,43.0,+1:58,,Wynants Maarten,43,Team LottoNL-Jumbo,",, 1:43",,1,2016
22,,154,44.0,+1:58,,Eaton Daniel,44,UnitedHealthcare Pro Cycling Team,",, 1:43",,1,2016
30,,24,45.0,+1:58,,Stamsnijder Tom,45,Team Giant - Alpecin,",, 1:43",,1,2016
31,,15,46.0,+1:58,,Farrar Tyler,46,Team Dimension Data,",, 1:43",,1,2016
35,,111,47.0,+1:58,,Vansummeren Johan,47,AG2R La Mondiale,",, 1:43",,1,2016
21,,7,48.0,+1:58,,Politt Nils,48,Team Katusha,",, 1:43",,1,2016
31,,5,49.0,+1:58,,Kozonchuk Dmitry,49,Team Katusha,",, 1:43",,1,2016
29,,57,50.0,+1:58,,Perichon Pierre-Luc,50,Fortuneo - Vital Concept,",, 1:43",,1,2016
30,,13,51.0,+1:58,,Brammeier Matthew,51,Team Dimension Data,",, 1:43",,1,2016
29,,51,52.0,+1:58,,Tronet Steven,52,Fortuneo - Vital Concept,",, 1:43",,1,2016
24,,45,53.0,+2:21,,P\xf6stlberger Lukas,53,Bora - Argon 18,2:06 2:06,,1,2016
28,,145,54.0,+8:07,,Marycz Jaroslaw,54,CCC Sprandi Polkowice,7:52 7:52,,1,2016
38,,143,55.0,+8:07,,Kiendys Tomasz,55,CCC Sprandi Polkowice,",, 7:52",,1,2016
28,,114,56.0,+8:07,,Gretsch Patrick,56,AG2R La Mondiale,",, 7:52",,1,2016
26,,74,57.0,+8:07,,Declercq Tim,57,Topsport Vlaanderen - Baloise,",, 7:52",,1,2016
33,,67,58.0,+8:07,,Westra Lieuwe,58,Astana Pro Team,",, 7:52",,1,2016
27,,142,59.0,+8:07,,Honkisz Adrian,59,CCC Sprandi Polkowice,",, 7:52",,1,2016
25,,94,60.0,+8:07,,Jans Roy,60,Wanty - Groupe Gobert,",, 7:52",,1,2016
23,,84,61.0,+8:07,,Teunissen Mike,61,Team LottoNL-Jumbo,",, 7:52",,1,2016
35,,161,62.0,+8:07,,Wegmann Fabian,62,St\xf6lting Service Group,",, 7:52",,1,2016
23,,83,63.0,+8:07,,Roosen Timo,63,Team LottoNL-Jumbo,",, 7:52",,1,2016
28,,65,64.0,+8:07,,Smukulis Gatis,64,Astana Pro Team,",, 7:52",,1,2016
22,,58,65.0,+8:07,,Vall\xe9e Boris,65,Fortuneo - Vital Concept,",, 7:52",,1,2016
24,,76,66.0,+8:07,,Van Meirhaeghe Jef,66,Topsport Vlaanderen - Baloise,",, 7:52",,1,2016
30,,62,67.0,+8:07,,Boom Lars,67,Astana Pro Team,",, 7:52",,1,2016
24,,25,68.0,+9:33,,Waeytens Zico,68,Team Giant - Alpecin,9:18 9:18,,1,2016
22,,77,69.0,+10:43,,Van Rooy Kenneth,69,Topsport Vlaanderen - Baloise,10:28 10:28,,1,2016
22,,123,70.0,+12:08,,Kerkhof Tim,70,Roompot - Oranje Peloton,11:53 11:53,,1,2016
33,,176,71.0,+12:08,,Jelloul Adil,71,Skydive Dubai Pro Cycling Team - Al Ahli Club,",, 11:53",,1,2016
28,,23,72.0,+12:08,,Ji Cheng,72,Team Giant - Alpecin,",, 11:53",,1,2016
22,,38,73.0,+12:08,,Zabel Rick,73,BMC Racing Team,",, 11:53",,1,2016
26,,122,74.0,+12:08,,de Vries Berden,74,Roompot - Oranje Peloton,",, 11:53",,1,2016
24,,68,75.0,+12:08,,Zakharov Artyom,75,Astana Pro Team,",, 11:53",,1,2016
24,,127,76.0,+12:08,,van Goethem Brian,76,Roompot - Oranje Peloton,",, 11:53",,1,2016
24,,73,77.0,+12:08,,De Tier Floris,77,Topsport Vlaanderen - Baloise,",, 11:53",,1,2016
35,,96,78.0,+12:08,,Napolitano Danilo,78,Wanty - Groupe Gobert,",, 11:53",,1,2016
26,,52,79.0,+12:08,,Breen Vegard,79,Fortuneo - Vital Concept,",, 11:53",,1,2016
21,,168,80.0,+12:08,,Carbel Michael,80,St\xf6lting Service Group,",, 11:53",,1,2016
24,,102,81.0,+12:08,,Jones Brenton,81,Drapac Professional Cycling,",, 11:53",,1,2016
24,,125,82.0,+12:08,,Markus Barry,82,Roompot - Oranje Peloton,",, 11:53",,1,2016
36,,101,83.0,+12:08,,Brown Graeme,83,Drapac Professional Cycling,",, 11:53",,1,2016
25,,128,84.0,+12:08,,Kreder Wesley,84,Roompot - Oranje Peloton,",, 11:53",,1,2016
30,,22,85.0,+12:08,,Fr\xf6hlinger Johannes,85,Team Giant - Alpecin,",, 11:53",,1,2016
26,,36,86.0,+12:08,,Rosskopf Joey,86,BMC Racing Team,",, 11:53",,1,2016
25,,85,87.0,+12:08,,Van Asbroeck Tom,87,Team LottoNL-Jumbo,",, 11:53",,1,2016
22,,72,88.0,+12:08,,Capiot Amaury,88,Topsport Vlaanderen - Baloise,",, 11:53",,1,2016
22,,126,89.0,+12:08,,Slik Ivar,89,Roompot - Oranje Peloton,",, 11:53",,1,2016
32,,108,90.0,+12:08,,Sulzberger Bernard,90,Drapac Professional Cycling,",, 11:53",,1,2016
30,,153,91.0,+12:08,,Busche Matthew,91,UnitedHealthcare Pro Cycling Team,",, 11:53",,1,2016
25,,97,92.0,+12:08,,Stenuit Robin,92,Wanty - Groupe Gobert,",, 11:53",,1,2016
