Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
23,,38.0,,+0:00,30.0,Swift Ben,1,Sky Procycling,2:47:12 2:47:12,20.0,2,2011
21,,61.0,,+0:00,18.0,Sagan Peter,2,Liquigas - Cannondale,",, ,,",14.0,2,2011
24,,23.0,,+0:00,12.0,Goss Matthew,3,HTC - High Road,",, ,,",8.0,2,2011
25,,126.0,,+0:00,7.0,Lacombe Keven,4,Spidertech Powered by C10,",, ,,",7.0,2,2011
30,,73.0,,+0:00,4.0,Haedo Juan Jose,5,Saxo Bank - Sungard,",, ,,",6.0,2,2011
31,,142.0,,+0:00,3.0,Borrajo Alejandro Alberto,6,Jamis - Sutter Home presented by Colavita,",, ,,",5.0,2,2011
33,,14.0,,+0:00,2.0,Hushovd Thor,7,Team Garmin - Cerv\xe9lo,",, ,,",4.0,2,2011
20,,48.0,,+0:00,1.0,Phinney Taylor,8,BMC Racing Team,",, ,,",2.0,2,2011
35,,81.0,,+0:00,,Freire Oscar,9,Rabobank Cycling Team,",, ,,",,2,2011
29,,176.0,,+0:00,,Milne Shawn,10,Kenda Presented By Gear Grinder,",, ,,",,2,2011
34,,35.0,,+0:00,,Henderson Gregory,11,Sky Procycling,",, ,,",,2,2011
36,,164.0,,+0:00,,Candelario Alex,12,Kelly Benefit Strategies - OptumHealth,",, ,,",,2,2011
33,,92.0,,+0:00,,F\xf6rster Robert,13,UnitedHealthcare Presented by Maxxis,",, ,,",,2,2011
20,,85.0,,+0:00,,Matthews Michael,14,Rabobank Cycling Team,",, ,,",,2,2011
33,,136.0,,+0:00,,Pipp Frank Kevin,15,Bissell Pro Cycling,",, ,,",,2,2011
39,,6.0,,+0:00,,Horner Chris,16,RadioShack,",, ,,",,2,2011
27,,118.0,,+0:00,,Schillinger Andreas,17,Team Netapp,",, ,,",,2,2011
28,,55.0,,+0:00,,Gerdemann Linus,18,Leopard Trek,",, ,,",,2,2011
33,,12.0,,+0:00,,Danielson Thomas,19,Team Garmin - Cerv\xe9lo,",, ,,",,2,2011
29,,154.0,,+0:00,,Hanson Ken,20,Jelly Belly presented by Kenda,",, ,,",,2,2011
21,,25.0,,+0:00,,Howard Leigh,21,HTC - High Road,",, ,,",,2,2011
26,,105.0,,+0:00,,Ile\u0161i\u010d Aldo Ino,22,Team Type 1 - SANOFI,",, ,,",,2,2011
22,,1.0,,+0:00,,King Benjamin,23,RadioShack,",, ,,",,2,2011
37,,8.0,,+0:00,,Leipheimer Levi,24,RadioShack,",, ,,",,2,2011
37,,46.0,,+0:00,,Hincapie George,25,BMC Racing Team,",, ,,",,2,2011
34,,17.0,,+0:00,,Vande Velde Christian,26,Team Garmin - Cerv\xe9lo,",, ,,",,2,2011
26,,28.0,,+0:00,,Velits Peter,27,HTC - High Road,",, ,,",,2,2011
28,,143.0,,+0:00,,Borrajo Anibal Andres,28,Jamis - Sutter Home presented by Colavita,",, ,,",,2,2011
27,,42.0,,+0:00,,Bookwalter Brent,29,BMC Racing Team,",, ,,",,2,2011
23,,62.0,,+0:00,,Caruso Damiano,30,Liquigas - Cannondale,",, ,,",,2,2011
32,,72.0,,+0:00,,Cooke Baden,31,Saxo Bank - Sungard,",, ,,",,2,2011
22,,15.0,,+0:00,,Talansky Andrew,32,Team Garmin - Cerv\xe9lo,",, ,,",,2,2011
30,,13.0,,+0:00,,Hesjedal Ryder,33,Team Garmin - Cerv\xe9lo,",, ,,",,2,2011
35,,132.0,,+0:00,,Baldwin Christopher,34,Bissell Pro Cycling,",, ,,",,2,2011
37,,36.0,,+0:00,,Hunt Jeremy,35,Sky Procycling,",, ,,",,2,2011
32,,26.0,,+0:00,,Pate Danny,36,HTC - High Road,",, ,,",,2,2011
28,,125.0,,+0:00,,Gilbert Martin,37,Spidertech Powered by C10,",, ,,",,2,2011
28,,64.0,,+0:00,,King Edward,38,Liquigas - Cannondale,",, ,,",,2,2011
30,,148.0,,+0:00,,Wren Tyler,39,Jamis - Sutter Home presented by Colavita,",, ,,",,2,2011
22,,21.0,,+0:00,,van Garderen Tejay,40,HTC - High Road,",, ,,",,2,2011
30,,71.0,,+0:00,,Larsson Gustav,41,Saxo Bank - Sungard,",, ,,",,2,2011
33,,95.0,,+0:00,,Menzies Karl,42,UnitedHealthcare Presented by Maxxis,",, ,,",,2,2011
29,,127.0,,+0:00,,Mccarty Jonathan Patrick,43,Spidertech Powered by C10,",, ,,",,2,2011
30,,116.0,,+0:00,,Huzarski Bartosz,44,Team Netapp,",, ,,",,2,2011
25,,33.0,,+0:00,,Froome Christopher,45,Sky Procycling,",, ,,",,2,2011
34,,168.0,,+0:00,,Mumford Jonathan Reid,46,Kelly Benefit Strategies - OptumHealth,",, ,,",,2,2011
24,,65.0,,+0:00,,Oss Daniel,47,Liquigas - Cannondale,0:09 0:09,,2,2011
31,,5.0,,+0:00,,Irizar Markel,48,RadioShack,0:11 0:11,,2,2011
26,,54.0,,+0:00,,Fuglsang Jakob,49,Leopard Trek,",, 0:11",,2,2011
33,,43.0,,+0:00,,Louder Jeff,50,BMC Racing Team,",, 0:11",,2,2011
32,,141.0,,+0:00,,Romero Amaran Luis,51,Jamis - Sutter Home presented by Colavita,",, 0:11",,2,2011
28,,44.0,,+0:00,,Morabito Steve,52,BMC Racing Team,",, 0:11",,2,2011
28,,167.0,,+0:00,,Friedman Michael,53,Kelly Benefit Strategies - OptumHealth,",, 0:11",,2,2011
32,,134.0,,+0:00,,Jacques-Maynes Andy,54,Bissell Pro Cycling,",, 0:11",,2,2011
21,,41.0,,+0:00,,Eijssen Yannick,55,BMC Racing Team,0:15 0:15,,2,2011
29,,91.0,,+0:00,,Sutherland Rory,56,UnitedHealthcare Presented by Maxxis,",, 0:15",,2,2011
26,,7.0,,+0:00,,Busche Matthew,57,RadioShack,",, 0:15",,2,2011
32,,11.0,,+0:00,,Zabriskie David,58,Team Garmin - Cerv\xe9lo,",, 0:15",,2,2011
31,,93.0,,+0:00,,Jones Chris,59,UnitedHealthcare Presented by Maxxis,",, 0:15",,2,2011
39,,58.0,,+0:00,,Voigt Jens,60,Leopard Trek,",, 0:15",,2,2011
30,,87.0,,+0:00,,ten Dam Laurens,61,Rabobank Cycling Team,",, 0:15",,2,2011
31,,66.0,,+0:00,,Bellotti Francesco,62,Liquigas - Cannondale,",, 0:15",,2,2011
24,,103.0,,+0:00,,Dugan William,63,Team Type 1 - SANOFI,",, 0:15",,2,2011
23,,117.0,,+0:00,,K\xf6nig Leopold,64,Team Netapp,",, 0:15",,2,2011
25,,162.0,,+0:00,,Anthony Jesse,65,Kelly Benefit Strategies - OptumHealth,",, 0:15",,2,2011
30,,138.0,,+0:00,,Vennell Jeremy,66,Bissell Pro Cycling,",, 0:15",,2,2011
26,,107.0,,+0:00,,Kocjan Jure,67,Team Type 1 - SANOFI,",, 0:15",,2,2011
29,,104.0,,+0:00,,Efimkin Alexander,68,Team Type 1 - SANOFI,",, 0:15",,2,2011
30,,22.0,,+0:00,,Eisel Bernhard,69,HTC - High Road,",, 0:15",,2,2011
23,,122.0,,+0:00,,Anderson Ryan,70,Spidertech Powered by C10,",, 0:15",,2,2011
31,,76.0,,+0:00,,Nuyens Nick,71,Saxo Bank - Sungard,",, 0:15",,2,2011
32,,101.0,,+0:00,,Bertogliati Rubens,72,Team Type 1 - SANOFI,",, 0:15",,2,2011
29,,111.0,,+0:00,,Del Nero Jes\xfas,73,Team Netapp,",, 0:15",,2,2011
27,,68.0,,+0:00,,Wurf Cameron,74,Liquigas - Cannondale,",, 0:15",,2,2011
27,,158.0,,+0:00,,Powers Jeremy,75,Jelly Belly presented by Kenda,",, 0:15",,2,2011
29,,47.0,,+0:00,,Moinard Ama\xebl,76,BMC Racing Team,",, 0:15",,2,2011
35,,86.0,,+0:00,,Niermann Grischa,77,Rabobank Cycling Team,",, 0:15",,2,2011
25,,51.0,,+0:00,,Schleck Andy,78,Leopard Trek,",, 0:15",,2,2011
32,,171.0,,+0:00,,Day Benjamin,79,Kenda Presented By Gear Grinder,",, 0:15",,2,2011
24,,18.0,,+0:00,,Martin Daniel,80,Team Garmin - Cerv\xe9lo,",, 0:15",,2,2011
25,,178.0,,+0:00,,Stemper James,81,Kenda Presented By Gear Grinder,",, 0:15",,2,2011
25,,82.0,,+0:00,,Boom Lars,82,Rabobank Cycling Team,",, 0:15",,2,2011
31,,166.0,,+0:00,,Donald Jason,83,Kelly Benefit Strategies - OptumHealth,",, 0:15",,2,2011
30,,67.0,,+0:00,,Da Dalto Mauro,84,Liquigas - Cannondale,",, 0:15",,2,2011
32,,145.0,,+0:00,,Zirbel Tom,85,Jamis - Sutter Home presented by Colavita,",, 0:15",,2,2011
23,,52.0,,+0:00,,Denifl Stefan,86,Leopard Trek,",, 0:15",,2,2011
28,,177.0,,+0:00,,Rytlewski Jake,87,Kenda Presented By Gear Grinder,",, 0:15",,2,2011
27,,124.0,,+0:00,,Euser Lucas,88,Spidertech Powered by C10,",, 0:15",,2,2011
33,,88.0,,+0:00,,Tjallingii Maarten,89,Rabobank Cycling Team,",, 0:15",,2,2011
26,,94.0,,+0:00,,Meier Christian,90,UnitedHealthcare Presented by Maxxis,",, 0:15",,2,2011
29,,,,+0:00,,White Bradley,91,,",, 0:15",,2,2011
28,,157.0,,+0:00,,Dickeson William,92,Jelly Belly presented by Kenda,",, 0:15",,2,2011
33,,34.0,,+0:00,,Hayman Mathew,93,Sky Procycling,",, 0:15",,2,2011
28,,114.0,,+0:00,,Dietziker Andreas,94,Team Netapp,",, 0:15",,2,2011
26,,112.0,,+0:00,,B\xe1rta Jan,95,Team Netapp,",, 0:15",,2,2011
22,,32.0,,+0:00,,Dowsett Alex,96,Sky Procycling,0:26 0:26,,2,2011
23,,37.0,,+0:00,,Stannard Ian,97,Sky Procycling,",, 0:26",,2,2011
23,,83.0,,+0:00,,Vermeltfoort Coen,98,Rabobank Cycling Team,",, 0:26",,2,2011
30,,16.0,,+0:00,,Vansummeren Johan,99,Team Garmin - Cerv\xe9lo,",, 0:26",,2,2011
29,,163.0,,+0:00,,Bowman Dan,100,Kelly Benefit Strategies - OptumHealth,",, 0:26",,2,2011
30,,165.0,,+0:00,,Creed Michael,101,Kelly Benefit Strategies - OptumHealth,",, 0:26",,2,2011
32,,96.0,,+0:00,,Pinfold Andrew,102,UnitedHealthcare Presented by Maxxis,",, 0:26",,2,2011
28,,146.0,,+0:00,,Guptill Andy,103,Jamis - Sutter Home presented by Colavita,",, 0:26",,2,2011
37,,4.0,,+0:00,,McCartney Jason,104,RadioShack,",, 0:26",,2,2011
