Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
30,,78,1.0,+0:00,30.0,Westra Lieuwe,1,Vacansoleil - DCM,4:31:33 4:31:33,20.0,1,2013
37,,151,2.0,+0:04,18.0,Mancebo Francisco,2,5-hour Energy,",, ,,",14.0,1,2013
23,,51,3.0,+0:12,12.0,Sagan Peter,3,Cannondale Pro Cycling Team,0:06 0:06,8.0,1,2013
27,,24,6.0,+0:16,7.0,Meersman Gianni,4,Omega Pharma - Quick-Step,",, 0:06",7.0,1,2013
21,,148,7.0,+0:16,4.0,Stuyven Jasper,5,Bontrager Cycling Team,",, 0:06",6.0,1,2013
22,,17,8.0,+0:16,3.0,Rathe Jacob,6,Garmin Sharp,",, 0:06",5.0,1,2013
38,,123,9.0,+0:16,2.0,Candelario Alex,7,Optum p/b Kelly Benefit Strategies,",, 0:06",4.0,1,2013
26,,44,10.0,+0:16,1.0,Docker Mitchell,8,Orica GreenEDGE,",, 0:06",2.0,1,2013
32,,118,11.0,+0:16,,Vennell Jeremy,9,Bissell Pro Cycling,",, 0:06",,1,2013
21,,147,12.0,+0:16,,Putt Tanner,10,Bontrager Cycling Team,",, 0:06",,1,2013
33,,61,13.0,+0:16,,Rogers Michael,11,Team Saxo - Tinkoff,",, 0:06",,1,2013
26,,91,14.0,+0:16,,Beyer Chad,12,Champion System Pro Cycling Team,",, 0:06",,1,2013
26,,33,15.0,+0:16,,Frank Mathias,13,BMC Racing Team,",, 0:06",,1,2013
27,,108,16.0,+0:16,,Voss Paul,14,Team NetApp \u2013 Endura,",, 0:06",,1,2013
29,,81,17.0,+0:16,,de Maar Marc,15,UnitedHealthcare Presented by Maxxis,",, 0:06",,1,2013
37,,111,18.0,+0:16,,Baldwin Christopher,16,Bissell Pro Cycling,",, 0:06",,1,2013
24,,31,19.0,+0:16,,van Garderen Tejay,17,BMC Racing Team,",, 0:06",,1,2013
27,,7,20.0,+0:16,,Schleck Andy,18,RadioShack - Leopard,",, 0:06",,1,2013
25,,47,21.0,+0:16,,Meyer Cameron,19,Orica GreenEDGE,",, 0:06",,1,2013
24,,103,22.0,+0:16,,de la Cruz David,20,Team NetApp \u2013 Endura,",, 0:06",,1,2013
24,,121,23.0,+0:16,,Haga Chad,21,Optum p/b Kelly Benefit Strategies,",, 0:06",,1,2013
35,,87,24.0,+0:16,,Louder Jeff,22,UnitedHealthcare Presented by Maxxis,",, 0:06",,1,2013
29,,83,25.0,+0:16,,Euser Lucas,23,UnitedHealthcare Presented by Maxxis,",, 0:06",,1,2013
27,,131,26.0,+0:16,,Acevedo Janier Alexis,24,Jamis - Hagens Berman,",, 0:06",,1,2013
29,,82,27.0,+0:16,,Deignan Philip,25,UnitedHealthcare Presented by Maxxis,",, 0:06",,1,2013
26,,153,28.0,+0:16,,Jenkins Max,26,5-hour Energy,",, 0:06",,1,2013
30,,96,29.0,+0:16,,Roth Ryan,27,Champion System Pro Cycling Team,",, 0:06",,1,2013
29,,152,30.0,+0:16,,English Nathaniel,28,5-hour Energy,",, 0:06",,1,2013
28,,2,31.0,+0:16,,Busche Matthew,29,RadioShack - Leopard,",, 0:06",,1,2013
21,,142,32.0,+0:16,,Craddock Lawson,30,Bontrager Cycling Team,",, 0:06",,1,2013
28,,3,33.0,+0:16,,Didier Laurent,31,RadioShack - Leopard,",, 0:06",,1,2013
25,,101,34.0,+0:16,,K\xf6nig Leopold,32,Team NetApp \u2013 Endura,",, 0:06",,1,2013
27,,112,35.0,+0:16,,Gaimon Phillip,33,Bissell Pro Cycling,",, 0:06",,1,2013
36,,8,36.0,+0:16,,Zubeldia Haimar,34,RadioShack - Leopard,",, 0:06",,1,2013
35,,73,37.0,+0:16,,Flecha Juan Antonio,35,Vacansoleil - DCM,",, 0:06",,1,2013
30,,56,38.0,+0:16,,King Edward,36,Cannondale Pro Cycling Team,",, 0:06",,1,2013
21,,145,39.0,+0:16,,Mannion Gavin,37,Bontrager Cycling Team,",, 0:06",,1,2013
34,,11,40.0,+0:16,,Zabriskie David,38,Garmin Sharp,",, 0:06",,1,2013
25,,93,41.0,+0:16,,Butler Chris,39,Champion System Pro Cycling Team,",, 0:06",,1,2013
31,,36,42.0,+0:16,,Moinard Ama\xebl,40,BMC Racing Team,",, 0:06",,1,2013
26,,114,43.0,+0:16,,Torckler Michael,41,Bissell Pro Cycling,",, 0:06",,1,2013
