Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
29,,11,1.0,+0:00,30.0,Cavendish Mark,1,Etixx - Quick Step,4:43:27 4:43:27,20.0,1,2015
25,,41,3.0,+0:04,18.0,Sagan Peter,2,Tinkoff - Saxo,",, ,,",14.0,1,2015
28,,22,4.0,+0:06,12.0,Drucker Jean-Pierre,3,BMC Racing Team,",, ,,",8.0,1,2015
30,,104,6.0,+0:10,7.0,Murphy John,4,UnitedHealthcare Pro Cycling Team,",, ,,",7.0,1,2015
25,,123,7.0,+0:10,4.0,Boivin Guillaume,5,Optum p/b Kelly Benefit Strategies,",, ,,",6.0,1,2015
23,,37,8.0,+0:10,3.0,Waeytens Zico,6,Team Giant - Alpecin,",, ,,",5.0,1,2015
24,,98,9.0,+0:10,2.0,Wippert Wouter,7,Drapac Professional Cycling,",, ,,",4.0,1,2015
30,,81,10.0,+0:10,1.0,Farrar Tyler,8,MTN - Qhubeka,",, ,,",2.0,1,2015
32,,34,11.0,+0:10,,de Kort Koen,9,Team Giant - Alpecin,",, ,,",,1,2015
21,,56,12.0,+0:10,,van Poppel Danny,10,Trek Factory Racing,",, ,,",,1,2015
22,,151,13.0,+0:10,,Carpenter Robin,11,Hincapie Racing Team,",, ,,",,1,2015
30,,118,14.0,+0:10,,Verschoor Martijn,12,Team Novo Nordisk,",, ,,",,1,2015
30,,175,15.0,+0:10,,Kocjan Jure,13,Team SmartStop,",, ,,",,1,2015
32,,15,16.0,+0:10,,Renshaw Mark,14,Etixx - Quick Step,",, ,,",,1,2015
25,,177,17.0,+0:10,,McCabe Travis,15,Team SmartStop,",, ,,",,1,2015
28,,25,18.0,+0:10,,Hermans Ben,16,BMC Racing Team,",, ,,",,1,2015
20,,168,19.0,+0:10,,Owen Logan,17,Axeon Cycling Team,",, ,,",,1,2015
32,,144,20.0,+0:10,,Haedo Lucas Sebastian,18,Jamis - Hagens Berman,",, ,,",,1,2015
22,,47,21.0,+0:10,,McCarthy Jay,19,Tinkoff - Saxo,",, ,,",,1,2015
22,,157,22.0,+0:10,,Smith Dion,20,Hincapie Racing Team,",, ,,",,1,2015
26,,102,23.0,+0:10,,Canola Marco,21,UnitedHealthcare Pro Cycling Team,",, ,,",,1,2015
34,,6,24.0,+0:10,,Knees Christian,22,Team Sky,",, ,,",,1,2015
22,,93,25.0,+0:10,,Kerby Jordan,23,Drapac Professional Cycling,",, ,,",,1,2015
36,,142,26.0,+0:10,,Romero Amaran Luis,24,Jamis - Hagens Berman,",, ,,",,1,2015
27,,62,27.0,+0:10,,van Winden Dennis,25,Team LottoNL-Jumbo,",, ,,",,1,2015
25,,26,28.0,+0:10,,Rosskopf Joey,26,BMC Racing Team,",, ,,",,1,2015
28,,61,29.0,+0:10,,Gesink Robert,27,Team LottoNL-Jumbo,",, ,,",,1,2015
23,,135,30.0,+0:10,,Mannion Gavin,28,Jelly Belly p/b Maxxis,",, ,,",,1,2015
26,,116,31.0,+0:10,,Peron Andrea,29,Team Novo Nordisk,",, ,,",,1,2015
35,,54,32.0,+0:10,,Irizar Markel,30,Trek Factory Racing,",, ,,",,1,2015
23,,32,33.0,+0:10,,Craddock Lawson,31,Team Giant - Alpecin,",, ,,",,1,2015
25,,1,34.0,+0:10,,Kennaugh Peter,32,Team Sky,",, ,,",,1,2015
22,,12,35.0,+0:10,,Alaphilippe Julian,33,Etixx - Quick Step,",, ,,",,1,2015
35,,171,36.0,+0:10,,Marcotte Eric,34,Team SmartStop,",, ,,",,1,2015
31,,128,37.0,+0:10,,Soladay Thomas,35,Optum p/b Kelly Benefit Strategies,",, ,,",,1,2015
31,,82,38.0,+0:10,,Bos Theo,36,MTN - Qhubeka,",, ,,",,1,2015
28,,107,39.0,+0:10,,Reijnen Kiel,37,UnitedHealthcare Pro Cycling Team,",, ,,",,1,2015
30,,173,5.0,+0:06,,Britton Rob,38,Team SmartStop,",, ,,",,1,2015
23,,31,40.0,+0:10,,Barguil Warren,39,Team Giant - Alpecin,",, ,,",,1,2015
41,,138,41.0,+0:10,,Rodriguez Fred,40,Jelly Belly p/b Maxxis,",, ,,",,1,2015
27,,86,42.0,+0:10,,Janse van Rensburg Jacques,41,MTN - Qhubeka,",, ,,",,1,2015
23,,105,43.0,+0:10,,Putt Tanner,42,UnitedHealthcare Pro Cycling Team,",, ,,",,1,2015
24,,155,44.0,+0:10,,Magner Ty,43,Hincapie Racing Team,",, ,,",,1,2015
28,,21,45.0,+0:10,,Schar Michael,44,BMC Racing Team,",, ,,",,1,2015
22,,78,46.0,+0:10,,Zepuntke Ruben,45,Team Cannondale - Garmin,",, ,,",,1,2015
31,,101,47.0,+0:10,,Brajkovi\u010d Janez,46,UnitedHealthcare Pro Cycling Team,",, ,,",,1,2015
25,,158,48.0,+0:10,,Schmalz Joseph,47,Hincapie Racing Team,",, ,,",,1,2015
