Age,Avg,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
29,43.151,1.0,+0:00,50.0,Armstrong Lance,1,US Postal Service,9:44 9:44,,0,2001
32,42.784,2.0,+0:05,30.0,Jalabert Laurent,2,CSC ProTeam - Tiscali,0:05 0:05,,0,2001
30,42.784,3.0,+0:05,18.0,Hamilton Tyler,3,US Postal Service,",, 0:05",,0,2001
35,42.784,4.0,+0:05,13.0,Ekimov Viatcheslav,4,US Postal Service,",, 0:05",,0,2001
30,42.64,5.0,+0:07,10.0,Zberg Beat,5,Rabobank ProTeam,0:07 0:07,,0,2001
30,42.64,6.0,+0:07,7.0,Knaven Servais,6,Domo - Farm Frites,",, 0:07",,0,2001
27,42.496,7.0,+0:09,4.0,Hincapie George,7,US Postal Service,0:09 0:09,,0,2001
25,42.496,8.0,+0:09,3.0,Niermann Grischa,8,Rabobank ProTeam,",, 0:09",,0,2001
32,42.496,9.0,+0:09,2.0,Wauters Marc,9,Rabobank ProTeam,",, 0:09",,0,2001
28,42.496,10.0,+0:09,1.0,Jalabert Nicolas,10,CSC ProTeam - Tiscali,",, 0:09",,0,2001
27,42.496,,+ -9:44,,Vinokourov Alexandre,11,Team Telekom,",, 0:09",,0,2001
27,42.424,,+ -9:44,,Schnider Daniel,12,La Fran\xe7aise des Jeux,0:10 0:10,,0,2001
28,42.424,,+ -9:44,,Kjaergaard Steffen,13,US Postal Service,",, 0:10",,0,2001
32,42.353,,+ -9:44,,Cuesta \xcd\xf1igo,14,"Cofidis, le Cr\xe9dit par T\xe9l\xe9phone",0:11 0:11,,0,2001
31,42.353,,+ -9:44,,Bartoli Michele,15,Mapei - Quickstep,",, 0:11",,0,2001
27,42.282,,+ -9:44,,Garzelli Stefano,16,Mapei - Quickstep,0:12 0:12,,0,2001
32,42.211000000000006,,+ -9:44,,Z\xfclle Alex,17,Team Coast,0:13 0:13,,0,2001
32,42.211000000000006,,+ -9:44,,Peschel Uwe,18,Gerolsteiner,",, 0:13",,0,2001
24,42.211000000000006,,+ -9:44,,Hunter Robert,19,Lampre - Daikin,",, 0:13",,0,2001
23,42.14,,+ -9:44,,Cotar Martin,20,,0:14 0:14,,0,2001
26,42.07,,+ -9:44,,Horrillo Pedro,21,Mapei - Quickstep,0:15 0:15,,0,2001
30,42.0,,+ -9:44,,Belli Wladimir,22,Fassa Bortolo,0:16 0:16,,0,2001
23,41.86,,+ -9:44,,Hoste Leif,23,Domo - Farm Frites,0:18 0:18,,0,2001
25,41.86,,+ -9:44,,Belohvosciks Raivis,24,Lampre - Daikin,",, 0:18",,0,2001
27,41.791000000000004,,+ -9:44,,Buxhofer Matthias,25,Phonak Hearing Systems,0:19 0:19,,0,2001
30,41.722,,+ -9:44,,Totschnig Georg,26,Gerolsteiner,0:20 0:20,,0,2001
26,41.722,,+ -9:44,,Zberg Markus,27,Rabobank ProTeam,",, 0:20",,0,2001
25,41.653,,+ -9:44,,Klier Andreas,28,Team Telekom,0:21 0:21,,0,2001
30,41.653,,+ -9:44,,Magnien Emmanuel,29,La Fran\xe7aise des Jeux,",, 0:21",,0,2001
27,41.583999999999996,,+ -9:44,,Bettini Paolo,30,Mapei - Quickstep,0:22 0:22,,0,2001
28,41.516000000000005,,+ -9:44,,Luttenberger Peter,31,Tacconi Sport - Vini Caldirola,0:23 0:23,,0,2001
26,41.516000000000005,,+ -9:44,,S\xf8rensen Nicki,32,CSC ProTeam - Tiscali,",, 0:23",,0,2001
32,41.516000000000005,,+ -9:44,,Aldag Rolf,33,Team Telekom,",, 0:23",,0,2001
27,41.516000000000005,,+ -9:44,,White Matthew,34,US Postal Service,",, 0:23",,0,2001
22,41.446999999999996,,+ -9:44,,Bertogliati Rubens,35,Lampre - Daikin,0:24 0:24,,0,2001
22,41.446999999999996,,+ -9:44,,Elmiger Martin,36,,",, 0:24",,0,2001
32,41.446999999999996,,+ -9:44,,Noe Andrea,37,Mapei - Quickstep,",, 0:24",,0,2001
29,41.446999999999996,,+ -9:44,,Camenzind Oscar,38,Lampre - Daikin,",, 0:24",,0,2001
23,41.446999999999996,,+ -9:44,,Haselbacher Rene,39,Gerolsteiner,",, 0:24",,0,2001
30,41.379,,+ -9:44,,Rittsel Martin,40,CSC ProTeam - Tiscali,0:25 0:25,,0,2001
25,41.379,,+ -9:44,,Garate Juan Manuel,41,Lampre - Daikin,",, 0:25",,0,2001
28,41.379,,+ -9:44,,Savoldelli Paolo,42,Saeco,",, 0:25",,0,2001
