Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
30,,104,1.0,+0:00,50.0,De Gendt Thomas,1,Lotto Soudal,4:17:04 4:17:04,60.0,1,2017
26,,12,2.0,+0:48,30.0,Domont Axel,2,AG2R La Mondiale,0:44 0:44,25.0,1,2017
27,,187,3.0,+1:03,18.0,Ulissi Diego,3,UAE Team Emirates,0:57 0:57,10.0,1,2017
23,,16,4.0,+1:07,13.0,Latour Pierre,4,AG2R La Mondiale,",, 0:57",,1,2017
24,,193,5.0,+1:07,10.0,Buchmann Emanuel,5,BORA - hansgrohe,",, 0:57",,1,2017
27,,145,6.0,+1:09,7.0,Colbrelli Sonny,6,Bahrain Merida Pro Cycling Team,0:59 0:59,,1,2017
31,,95,7.0,+1:09,4.0,Simon Julien,7,"Cofidis, Solutions Cr\xe9dits",",, 0:59",,1,2017
37,,51,8.0,+1:09,3.0,Valverde Alejandro,8,Movistar Team,",, 0:59",,1,2017
29,,186,9.0,+1:09,2.0,Swift Ben,9,UAE Team Emirates,",, 0:59",,1,2017
25,,78,10.0,+1:09,1.0,Valgren Michael,10,Astana Pro Team,",, 0:59",,1,2017
28,,66,11.0,+1:09,,Keukeleire Jens,11,ORICA-Scott,",, 0:59",,1,2017
29,,101,12.0,+1:09,,Gallopin Tony,12,Lotto Soudal,",, 0:59",,1,2017
31,,143,13.0,+1:09,,Bole Grega,13,Bahrain Merida Pro Cycling Team,",, 0:59",,1,2017
23,,103,14.0,+1:09,,Benoot Tiesj,14,Lotto Soudal,",, 0:59",,1,2017
32,,1,15.0,+1:09,,Froome Christopher,15,Team Sky,",, 0:59",,1,2017
32,,214,16.0,+1:09,,Finetto Mauro,16,Delko Marseille Provence KTM,",, 0:59",,1,2017
30,,155,17.0,+1:09,,Clarke Simon,17,Cannondale-Drapac Pro Cycling Team,",, 0:59",,1,2017
23,,152,18.0,+1:09,,Bettiol Alberto,18,Cannondale-Drapac Pro Cycling Team,",, 0:59",,1,2017
23,,201,19.0,+1:09,,Martin Guillaume,19,Wanty - Groupe Gobert,",, 0:59",,1,2017
33,,32,20.0,+1:09,,Bookwalter Brent,20,BMC Racing Team,",, 0:59",,1,2017
30,,21,21.0,+1:09,,Martin Daniel,21,Quick-Step Floors,",, 0:59",,1,2017
28,,151,22.0,+1:09,,Talansky Andrew,22,Cannondale-Drapac Pro Cycling Team,",, 0:59",,1,2017
34,,81,23.0,+1:09,,Clement Stef,23,Team LottoNL-Jumbo,",, 0:59",,1,2017
26,,71,24.0,+1:09,,Aru Fabio,24,Astana Pro Team,",, 0:59",,1,2017
