Age,Avg,BIB,GC,GC-Time,Pnt,Rider,Rnk,Team,Time,UCI,stage,year
25,,148,1.0,+0:00,50.0,Veilleux David,1,Team Europcar,3:17:35 3:17:35,6.0,1,2013
27,,155,2.0,+1:56,30.0,Meersman Gianni,2,Omega Pharma - Quick-Step,1:56 1:56,4.0,1,2013
23,,55,3.0,+1:57,18.0,Slagter Tom-Jelte,3,Blanco Pro Cycling Team,1:57 1:57,2.0,1,2013
28,,6,4.0,+1:57,13.0,Porte Richie,4,Sky Procycling,",, 1:57",1.0,1,2013
28,,1,5.0,+1:57,10.0,Froome Christopher,5,Sky Procycling,",, 1:57",1.0,1,2013
24,,176,6.0,+1:57,7.0,Madrazo \xc1ngel,6,Movistar Team,",, 1:57",,1,2013
28,,31,7.0,+1:57,4.0,Fuglsang Jakob,7,Astana Pro Team,",, 1:57",,1,2013
33,,171,8.0,+1:57,3.0,Valverde Alejandro,8,Movistar Team,",, 1:57",,1,2013
25,,64,9.0,+1:57,2.0,Gallopin Tony,9,RadioShack - Leopard,",, 1:57",,1,2013
25,,211,10.0,+1:57,1.0,K\xf6nig Leopold,10,Team NetApp \u2013 Endura,",, 1:57",,1,2013
30,,11,11.0,+1:57,,Contador Alberto,11,Team Saxo - Tinkoff,",, 1:57",,1,2013
24,,138,12.0,+1:57,,Vichot Arthur,12,FDJ.fr,",, 1:57",,1,2013
21,,191,13.0,+1:57,,Barguil Warren,13,Team Argos - Shimano,",, 1:57",,1,2013
33,,16,14.0,+1:57,,Rogers Michael,14,Team Saxo - Tinkoff,",, 1:57",,1,2013
25,,92,15.0,+1:57,,Bagot Yoann,15,"Cofidis, Solutions Cr\xe9dits",",, 1:57",,1,2013
30,,21,16.0,+1:57,,Van den Broeck Jurgen,16,Lotto Belisol Team,",, 1:57",,1,2013
35,,101,17.0,+1:57,,S\xe1nchez Samuel,17,Euskaltel - Euskadi,",, 1:57",,1,2013
26,,164,18.0,+1:57,,Koren Kristijan,18,Cannondale Pro Cycling Team,",, 1:57",,1,2013
25,,105,19.0,+1:57,,Izagirre Gorka,19,Euskaltel - Euskadi,",, 1:57",,1,2013
26,,97,20.0,+1:57,,Taaram\xe4e Rein,20,"Cofidis, Solutions Cr\xe9dits",",, 1:57",,1,2013
23,,113,21.0,+1:57,,Dennis Rohan,21,Garmin Sharp,",, 1:57",,1,2013
26,,24,22.0,+1:57,,De Clercq Bart,22,Lotto Belisol Team,",, 1:57",,1,2013
29,,96,23.0,+1:57,,Navarro Daniel,23,"Cofidis, Solutions Cr\xe9dits",",, 1:57",,1,2013
30,,52,24.0,+1:57,,Clement Stef,24,Blanco Pro Cycling Team,",, 1:57",,1,2013
32,,93,25.0,+1:57,,Le M\xe9vel Christophe,25,"Cofidis, Solutions Cr\xe9dits",",, 1:57",,1,2013
23,,44,26.0,+1:57,,Nerz Dominik,26,BMC Racing Team,",, 1:57",,1,2013
30,,68,27.0,+1:57,,Rohregger Thomas,27,RadioShack - Leopard,",, 1:57",,1,2013
25,,134,28.0,+1:57,,Geniez Alexandre,28,FDJ.fr,",, 1:57",,1,2013
27,,8,29.0,+1:57,,Thomas Geraint,29,Sky Procycling,",, 1:57",,1,2013
32,,51,30.0,+1:57,,ten Dam Laurens,30,Blanco Pro Cycling Team,",, 1:57",,1,2013
23,,3,31.0,+1:57,,Kennaugh Peter,31,Sky Procycling,",, 1:57",,1,2013
26,,147,32.0,+1:57,,Rolland Pierre,32,Team Europcar,",, 1:57",,1,2013
34,,81,33.0,+1:57,,Rodr\xedguez Joaquim,33,Team Katusha,",, 1:57",,1,2013
23,,152,34.0,+1:57,,Kwiatkowski Michal,34,Omega Pharma - Quick-Step,",, 1:57",,1,2013
25,,187,35.0,+1:57,,Poels Wout,35,Vacansoleil - DCM,",, 1:57",,1,2013
35,,177,36.0,+1:57,,Szmyd Sylwester,36,Movistar Team,",, 1:57",,1,2013
26,,37,37.0,+1:57,,Seeldraeyers Kevin,37,Astana Pro Team,",, 1:57",,1,2013
25,,38,38.0,+1:57,,Silin Egor,38,Astana Pro Team,",, 1:57",,1,2013
30,,206,39.0,+1:57,,Guillou Florian,39,Bretagne - S\xe9ch\xe9 Environnement,",, 1:57",,1,2013
26,,172,40.0,+1:57,,Capecchi Eros,40,Movistar Team,",, 1:57",,1,2013
30,,188,41.0,+1:57,,Westra Lieuwe,41,Vacansoleil - DCM,",, 1:57",,1,2013
29,,47,42.0,+1:57,,Santaromita Ivan,42,BMC Racing Team,",, 1:57",,1,2013
26,,65,43.0,+1:57,,Hermans Ben,43,RadioShack - Leopard,",, 1:57",,1,2013
31,,88,44.0,+1:57,,Moreno Daniel,44,Team Katusha,",, 1:57",,1,2013
33,,102,45.0,+1:57,,Astarloza Mikel,45,Euskaltel - Euskadi,",, 1:57",,1,2013
23,,95,46.0,+1:57,,Molard Rudy,46,"Cofidis, Solutions Cr\xe9dits",",, 1:57",,1,2013
